118_insulinase_family_pr...faa	ID:WP_172637136.1,	-	-	-	-	-	-	-	
119_IS5_family_transposa...faa	ID:WP_015107800.1,	-	ID:WP_087068861.1,	-	ID:WP_197152793.1,ID:WP_197169989.1,ID:WP_197170078.1,	ID:WP_197210200.1,ID:WP_197210200.1,ID:WP_197211990.1,ID:WP_197210200.1,ID:WP_231597079.1,ID:WP_231597096.1,ID:WP_197210200.1,ID:WP_231597126.1,ID:WP_197210200.1,ID:WP_197212504.1,ID:WP_197212525.1,ID:WP_197210200.1,ID:WP_197212525.1,ID:WP_197212525.1,ID:WP_197212525.1,ID:WP_197210200.1,ID:WP_197213239.1,ID:WP_197210200.1,ID:WP_197210200.1,ID:WP_197210200.1,ID:WP_197210200.1,ID:WP_231596839.1,ID:WP_197210802.1,ID:WP_197210200.1,ID:WP_197210200.1,ID:WP_197210200.1,	-	ID:WP_197152793.1,ID:WP_197148660.1,	
122_translocation-assemb...faa	ID:WP_245552691.1,	-	-	-	-	-	-	-	
126_APC_family_permease.faa	ID:WP_015107808.1,	ID:WP_213205405.1,	-	-	-	-	-	-	
127_DUF1651_domain-conta...faa	ID:WP_015107809.1,	-	-	-	-	ID:WP_197212130.1,	-	ID:WP_197149713.1,	
128_LOG_family_protein.faa	ID:WP_043325244.1,	-	-	-	-	-	-	-	
130_hypothetical_protein.faa	ID:WP_015107812.1,	-	ID:WP_087067764.1,	-	ID:WP_197169797.1,	-	-	-	
131_AbrB_family_transcri...faa	ID:WP_015107813.1,	-	-	-	-	-	-	-	
132_4a-hydroxytetrahydro...faa	ID:WP_015107814.1,	-	ID:WP_087067553.1,	-	ID:WP_197153869.1,	-	ID:WP_197153869.1,	ID:WP_197148892.1,	
133_hypothetical_protein.faa	ID:WP_015107815.1,ID:WP_015107830.1,	-	-	-	-	-	-	-	
134_hypothetical_protein.faa	ID:WP_216593356.1,	-	-	-	-	-	-	-	
135_AbrB_family_transcri...faa	ID:WP_015107817.1,	-	-	-	-	-	-	-	
136_hypothetical_protein.faa	ID:WP_071881531.1,	-	-	-	-	-	-	-	
138_thermonuclease_famil...faa	ID:WP_015107819.1,	-	-	-	-	-	-	-	
140_IS3_family_transposa...faa	ID:WP_015107821.1,ID:WP_015107930.1,	-	-	-	-	-	-	-	
141_hypothetical_protein.faa	ID:WP_015107822.1,	-	-	-	-	-	-	-	
142_hypothetical_protein.faa	ID:WP_172637139.1,	-	-	-	-	-	-	-	
143_IS481_family_transpo...faa	ID:WP_245552562.1,	-	-	-	-	-	-	-	
144_hypothetical_protein.faa	ID:WP_015107823.1,	-	-	-	-	-	-	-	
145_hypothetical_protein.faa	ID:WP_156818328.1,	-	-	-	-	-	-	-	
146_tyrosine-type_recomb...faa	ID:WP_216593357.1,	-	-	-	-	-	-	-	
147_IS3_family_transposa...faa	ID:WP_043325251.1,ID:WP_043325763.1,ID:WP_043325251.1,	-	-	-	ID:WP_231598098.1,ID:WP_231598098.1,	-	ID:WP_231598098.1,	-	
148_IS3_family_transposa...faa	ID:WP_245552673.1,ID:WP_245552673.1,	-	-	-	-	-	-	-	
149_hypothetical_protein.faa	ID:WP_015107828.1,	-	-	-	-	-	-	-	
151_hypothetical_protein.faa	ID:WP_156818329.1,	-	-	-	-	-	-	-	
153_DUF945_domain-contai...faa	ID:WP_015107831.1,ID:WP_015110859.1,	-	-	-	-	ID:WP_197211794.1,	-	-	
154_hypothetical_protein.faa	ID:WP_015107832.1,ID:WP_015110858.1,	-	-	-	-	-	-	-	
155_hypothetical_protein.faa	ID:WP_015107833.1,ID:WP_015110857.1,	-	-	-	-	-	-	-	
156_hypothetical_protein.faa	ID:WP_015107834.1,ID:WP_015110856.1,	-	-	-	-	-	-	-	
157_hypothetical_protein.faa	ID:WP_245552563.1,	-	-	-	-	-	-	-	
158_sigma-70_family_RNA_...faa	ID:WP_015107837.1,ID:WP_156818498.1,	-	-	-	-	-	-	-	
159_AAA_family_ATPase.faa	ID:WP_216593358.1,	-	-	-	-	-	-	-	
160_DDE-type_integrase-t...faa	ID:WP_245552564.1,	-	-	-	-	-	-	-	
161_helix-turn-helix_dom...faa	ID:WP_083891319.1,	-	-	-	-	-	-	-	
162_helix-turn-helix_dom...faa	ID:WP_043325261.1,	-	-	-	-	-	-	-	
163_hypothetical_protein.faa	ID:WP_015107844.1,	-	-	-	-	-	-	-	
164_site-specific_integr...faa	ID:WP_156818331.1,	ID:WP_213202671.1,	-	-	ID:WP_197170695.1,	-	ID:WP_197153746.1,	ID:WP_197149856.1,	
165_hypothetical_protein.faa	ID:WP_156818332.1,	-	-	-	-	-	-	-	
166_YihY-virulence_facto...faa	ID:WP_245552565.1,	-	-	-	-	-	-	-	
167_cytochrome_P450.faa	ID:WP_043325270.1,	ID:WP_213203945.1,ID:WP_213205305.1,	ID:WP_087067468.1,	-	ID:WP_231597976.1,	-	-	ID:WP_231596363.1,	
169_nitroreductase_famil...faa	ID:WP_015107849.1,	-	-	-	-	-	-	-	
172_hypothetical_protein.faa	ID:WP_015107852.1,	-	-	-	-	-	-	-	
175_hypothetical_protein.faa	ID:WP_156818333.1,	-	-	-	-	-	-	-	
176_EF-hand_domain-conta...faa	ID:WP_015107855.1,	-	-	-	ID:WP_197170254.1,	ID:WP_231597281.1,	ID:WP_197155829.1,	-	
179_hypothetical_protein.faa	ID:WP_015107858.1,	-	-	-	-	-	-	-	
180_Nif11-like_leader_pe...faa	ID:WP_015107860.1,	-	-	-	-	-	-	-	
181_hypothetical_protein.faa	ID:WP_015107861.1,	-	-	-	-	-	-	-	
182_hypothetical_protein.faa	ID:WP_043325275.1,	-	-	-	-	-	-	-	
183_hypothetical_protein.faa	ID:WP_015107862.1,	-	ID:WP_087067745.1,	-	ID:WP_197169838.1,	-	ID:WP_197154126.1,	-	
184_magnesium_transporte...faa	ID:WP_015107863.1,	-	-	-	-	-	-	-	
185_DUF2256_domain-conta...faa	ID:WP_015107864.1,	-	-	-	-	ID:WP_197211999.1,	-	-	
186_M10_family_metallope...faa	ID:WP_015107865.1,	-	-	-	-	-	-	-	
198_DUF1499_domain-conta...faa	ID:WP_015107877.1,	ID:WP_213204853.1,	ID:WP_087069415.1,	-	ID:WP_197153870.1,	ID:WP_197213357.1,	ID:WP_197153870.1,	ID:WP_197150683.1,	
199_hypothetical_protein.faa	ID:WP_245552693.1,	ID:WP_213202300.1,	-	-	ID:WP_197169859.1,	ID:WP_231597284.1,	ID:WP_197154191.1,	ID:WP_197153650.1,	
200_hypothetical_protein.faa	ID:WP_156818513.1,	-	-	-	-	-	-	-	
206_hypothetical_protein.faa	ID:WP_015107885.1,	-	-	-	-	-	-	-	
209_hypothetical_protein.faa	ID:WP_015107888.1,	ID:WP_213204694.1,	-	-	ID:WP_197153867.1,	ID:WP_231597084.1,	ID:WP_197153867.1,	-	
217_AAA_family_ATPase.faa	ID:WP_015107896.1,	ID:WP_213204158.1,ID:WP_213202695.1,	ID:WP_087067427.1,ID:WP_087067746.1,	-	ID:WP_197169598.1,ID:WP_197169732.1,ID:WP_197170378.1,	ID:WP_197211995.1,	ID:WP_197153727.1,ID:WP_197154001.1,ID:WP_197156184.1,	ID:WP_197149574.1,ID:WP_197149660.1,ID:WP_197149816.1,	
218_type_II_toxin-antito...faa	ID:WP_015107897.1,	-	-	-	-	-	-	-	
219_type_II_toxin-antito...faa	ID:WP_245552567.1,	-	-	-	-	-	-	-	
220_hypothetical_protein.faa	ID:WP_015107899.1,	ID:WP_213202751.1,	ID:WP_087067747.1,	-	ID:WP_197153726.1,	ID:WP_197210152.1,	ID:WP_197153726.1,	ID:WP_197149573.1,ID:WP_231596395.1,	
221_DEAD-DEAH_box_helica...faa	ID:WP_015107900.1,	-	ID:WP_087067429.1,	-	-	ID:WP_197210153.1,	-	ID:WP_231596396.1,	
222_hypothetical_protein.faa	ID:WP_245552568.1,	-	-	-	-	-	-	-	
223_hypothetical_protein.faa	ID:WP_245552569.1,	-	-	-	-	-	-	-	
224_DUF262_domain-contai...faa	ID:WP_015107901.1,	-	-	-	-	-	-	-	
225_TerB_family_tellurit...faa	ID:WP_015107902.1,	-	-	-	-	-	-	-	
226_hypothetical_protein.faa	ID:WP_015107903.1,	-	-	-	-	-	-	-	
227_hypothetical_protein.faa	ID:WP_156818336.1,	-	-	-	-	-	-	-	
230_DEAD-DEAH_box_helica...faa	ID:WP_015107906.1,	-	-	-	-	ID:WP_197210160.1,	-	ID:WP_197149688.1,	
231_AAA_family_ATPase.faa	ID:WP_015107907.1,	-	-	-	-	ID:WP_197210161.1,	-	ID:WP_197149489.1,ID:WP_197149689.1,	
232_hypothetical_protein.faa	ID:WP_156818337.1,	-	-	-	-	-	-	-	
233_hypothetical_protein.faa	ID:WP_156818338.1,	-	-	-	-	-	-	-	
234_AbrB-MazE-SpoVT_fami...faa	ID:WP_015107909.1,ID:WP_015109551.1,	-	-	-	ID:WP_197170013.1,	-	ID:WP_197154874.1,	ID:WP_197152902.1,	
235_PIN_domain-containin...faa	ID:WP_015107910.1,ID:WP_015109552.1,	-	-	-	ID:WP_197170014.1,	-	ID:WP_197154880.1,	ID:WP_231596589.1,	
236_hypothetical_protein.faa	ID:WP_051017173.1,	-	ID:WP_087069246.1,	-	-	ID:WP_197210162.1,	-	ID:WP_197149490.1,ID:WP_197149490.1,	
237_hypothetical_protein.faa	ID:WP_015107912.1,	-	-	-	-	-	-	-	
238_hypothetical_protein.faa	ID:WP_015107913.1,	ID:WP_213202877.1,	-	-	ID:WP_197153965.1,	-	ID:WP_197153965.1,	-	
241_EAL_domain-containin...faa	ID:WP_015107916.1,	-	-	-	-	-	-	-	
242_response_regulator.faa	ID:WP_245552570.1,	-	-	-	-	-	-	-	
243_PAS_domain_S-box_pro...faa	ID:WP_156818340.1,	-	-	-	-	-	-	-	
245_serine_protease.faa	ID:WP_015107921.1,	-	-	-	-	-	-	-	
246_COP23_domain-contain...faa	ID:WP_015107922.1,ID:WP_015107955.1,	-	-	-	-	-	-	-	
247_hypothetical_protein.faa	ID:WP_156818342.1,	-	-	-	-	-	-	-	
248_hypothetical_protein.faa	ID:WP_015107924.1,	-	-	-	-	-	-	-	
249_serine_protease.faa	ID:WP_015107925.1,	-	-	-	-	-	-	-	
250_ATP-binding_cassette...faa	ID:WP_015107926.1,	-	-	-	-	-	-	-	
251_hypothetical_protein.faa	ID:WP_156818344.1,	-	-	-	-	-	-	-	
252_IS3_family_transposa...faa	ID:WP_015107929.1,ID:WP_245552667.1,	-	-	-	-	-	ID:WP_231605660.1,	-	
254_ATP-binding_cassette...faa	ID:WP_156818346.1,	-	-	-	-	-	-	ID:WP_197151308.1,	
255_HlyD_family_efflux_t...faa	ID:WP_216593359.1,	-	-	-	-	-	-	ID:WP_197151309.1,	
256_NHLP_family_bacterio...faa	ID:WP_015107933.1,	-	-	-	ID:WP_197158700.1,	-	ID:WP_197158700.1,	ID:WP_197151310.1,	
257_hypothetical_protein.faa	ID:WP_156818347.1,	-	-	-	-	-	-	-	
258_DDE-type_integrase-t...faa	ID:WP_245552571.1,	-	-	-	-	-	-	-	
260_transposase.faa	ID:WP_156818348.1,	-	-	-	-	-	-	-	
261_hypothetical_protein.faa	ID:WP_156818349.1,	-	-	-	-	-	-	-	
262_DDE-type_integrase-t...faa	ID:WP_245552572.1,	-	-	-	ID:WP_231598139.1,	ID:WP_231596922.1,	-	ID:WP_231596216.1,ID:WP_231596286.1,	
264_hypothetical_protein.faa	ID:WP_015107945.1,	-	-	-	-	-	-	-	
265_hypothetical_protein.faa	ID:WP_156818351.1,	-	-	-	-	-	-	-	
266_hypothetical_protein.faa	ID:WP_156818352.1,	-	-	-	-	-	-	-	
267_hypothetical_protein.faa	ID:WP_015107948.1,	-	-	-	-	-	-	-	
272_S1C_family_serine_pr...faa	ID:WP_172637142.1,	-	-	-	-	-	-	-	
273_serine_protease.faa	ID:WP_245552694.1,	-	-	-	-	-	-	-	
275_hypothetical_protein.faa	ID:WP_156818354.1,	-	-	-	-	-	-	-	
276_hypothetical_protein.faa	ID:WP_015107956.1,	-	-	-	-	-	-	-	
286_hypothetical_protein.faa	ID:WP_216593360.1,	-	-	-	-	-	-	-	
290_hypothetical_protein.faa	ID:WP_043325301.1,	-	-	-	-	-	-	-	
295_SemiSWEET_transporte...faa	ID:WP_015107975.1,	ID:WP_213205416.1,	-	-	-	ID:WP_197211553.1,	-	ID:WP_197151534.1,	
297_hypothetical_protein.faa	ID:WP_015107977.1,	-	-	-	-	-	-	-	
305_amino_acid_ABC_trans...faa	ID:WP_015107984.1,	-	-	-	-	-	-	-	
311_cation-proton_antipo...faa	ID:WP_015107990.1,	-	ID:WP_157665366.1,	-	-	ID:WP_197211580.1,	-	ID:WP_197150393.1,	
312_APC_family_permease.faa	ID:WP_015107991.1,	-	-	-	ID:WP_197169921.1,	ID:WP_197211581.1,	ID:WP_197154528.1,	ID:WP_231596495.1,	
314_DedA_family_protein.faa	ID:WP_015107993.1,	-	-	-	-	ID:WP_197211583.1,	-	-	
315_polysaccharide_deace...faa	ID:WP_015107994.1,	-	-	-	-	-	-	-	
316_formyl_transferase.faa	ID:WP_015107995.1,	-	-	-	-	-	-	-	
317_def.faa	ID:WP_015107996.1,	-	ID:WP_087067450.1,	-	-	ID:WP_197210553.1,	-	-	
318_permease.faa	ID:WP_043325310.1,	-	ID:WP_225867480.1,	-	-	ID:WP_197210548.1,	-	ID:WP_197152058.1,	
319_VIT_family_protein.faa	ID:WP_051017007.1,	-	ID:WP_087067463.1,	-	-	-	-	-	
320_YqhA_family_protein.faa	ID:WP_015107999.1,	-	-	-	-	ID:WP_197211585.1,	-	ID:WP_231596547.1,	
322_META_domain-containi...faa	ID:WP_015108001.1,	-	-	-	-	-	-	-	
324_YbjQ_family_protein.faa	ID:WP_015108003.1,	ID:WP_213204445.1,	ID:WP_087068646.1,	-	ID:WP_197157738.1,	ID:WP_197210927.1,	ID:WP_197157738.1,	-	
326_hypothetical_protein.faa	ID:WP_015108005.1,	-	-	-	-	-	-	-	
328_L-D-transpeptidase.faa	ID:WP_015108007.1,	-	-	-	-	-	-	-	
329_GAF_domain-containin...faa	ID:WP_051017009.1,	-	-	-	-	-	-	-	
331_ATP-binding_protein.faa	ID:WP_015108010.1,	-	-	-	ID:WP_197170124.1,	-	ID:WP_197155135.1,	-	
332_sugar_transferase.faa	ID:WP_156818356.1,	-	-	-	-	-	-	-	
333_hypothetical_protein.faa	ID:WP_015108012.1,	-	-	-	-	-	-	-	
334_glycosyltransferase.faa	ID:WP_015108013.1,	-	-	-	-	-	-	-	
335_glycosyltransferase_...faa	ID:WP_015108014.1,	-	-	-	-	-	-	-	
336_lipopolysaccharide_b...faa	ID:WP_015108015.1,	-	-	-	-	-	-	-	
337_glycosyltransferase_...faa	ID:WP_015108016.1,	ID:WP_213202803.1,	-	-	-	ID:WP_197211589.1,	ID:WP_231605634.1,	-	
338_polysaccharide_expor...faa	ID:WP_015108017.1,	-	-	-	-	-	-	-	
339_hypothetical_protein.faa	ID:WP_015108018.1,	-	-	-	-	-	-	-	
340_hypothetical_protein.faa	ID:WP_015108019.1,	-	-	-	-	-	-	-	
341_PAS_domain_S-box_pro...faa	ID:WP_015108020.1,	ID:WP_213205186.1,	-	-	ID:WP_231597928.1,	ID:WP_197210671.1,	ID:WP_231597928.1,	-	
342_ATP-binding_protein.faa	ID:WP_015108021.1,	-	-	-	-	-	-	-	
343_Hpt_domain-containin...faa	ID:WP_043325313.1,	-	-	-	-	-	-	-	
344_SpoIIE_family_protei...faa	ID:WP_015108023.1,	-	-	-	-	-	-	-	
345_STAS_domain-containi...faa	ID:WP_245552573.1,	-	-	-	-	-	-	-	
357_hypothetical_protein.faa	ID:WP_015108036.1,	-	-	-	-	-	-	-	
366_hypothetical_protein.faa	ID:WP_043325316.1,	-	-	-	-	-	-	-	
368_OFA_family_MFS_trans...faa	ID:WP_245552578.1,	ID:WP_213204059.1,	-	-	-	-	-	-	
369_FAD-dependent_oxidor...faa	ID:WP_015108047.1,	-	ID:WP_087068274.1,	-	-	-	-	-	
371_tryptophan-rich_sens...faa	ID:WP_015108049.1,	-	-	-	-	-	-	-	
379_ubiG.faa	ID:WP_245552579.1,	-	-	-	-	-	-	-	
394_hypothetical_protein.faa	ID:WP_015108072.1,	-	-	-	ID:WP_197155116.1,	-	ID:WP_197155116.1,	-	
396_hypothetical_protein.faa	ID:WP_015108074.1,	-	-	-	-	-	-	-	
406_rlmB.faa	ID:WP_015108084.1,	-	-	-	-	-	-	-	
409_nuclear_transport_fa...faa	ID:WP_015108087.1,	-	-	-	-	-	-	-	
410_hypothetical_protein.faa	ID:WP_015108088.1,	-	-	-	-	-	-	-	
411_hypothetical_protein.faa	ID:WP_172637145.1,	-	-	-	-	-	-	-	
416_hypothetical_protein.faa	ID:WP_015108094.1,	-	-	-	-	-	-	-	
420_sensor_domain-contai...faa	ID:WP_015108098.1,	ID:WP_213204845.1,	ID:WP_225867471.1,	-	ID:WP_197170055.1,	ID:WP_197212267.1,	ID:WP_197155054.1,	ID:WP_197148894.1,	
425_GGDEF_domain-contain...faa	ID:WP_015108103.1,	-	-	-	-	-	-	-	
427_HPP_family_protein.faa	ID:WP_015108105.1,	-	-	-	ID:WP_197170557.1,	ID:WP_197211203.1,	-	ID:WP_197152553.1,	
429_hypothetical_protein.faa	ID:WP_015108107.1,	-	-	-	-	-	-	-	
436_hypothetical_protein.faa	ID:WP_015108115.1,	-	-	-	-	-	-	-	
443_hypothetical_protein.faa	ID:WP_015108122.1,	-	-	-	-	-	-	-	
453_DUF3148_domain-conta...faa	ID:WP_043326215.1,	ID:WP_213205244.1,	ID:WP_225867616.1,	-	ID:WP_231598316.1,	ID:WP_231597291.1,	ID:WP_231598316.1,	ID:WP_197148762.1,	
467_hypothetical_protein.faa	ID:WP_015108146.1,	-	-	-	-	-	-	-	
473_hemolysin_family_pro...faa	ID:WP_015108152.1,	ID:WP_213202436.1,	-	-	-	ID:WP_231596898.1,	-	-	
478_LPS_export_ABC_trans...faa	ID:WP_156818361.1,	ID:WP_213205238.1,	-	-	-	ID:WP_197211718.1,	-	-	
482_SGNH-GDSL_hydrolase_...faa	ID:WP_015108161.1,	-	-	-	-	-	-	-	
483_hypothetical_protein.faa	ID:WP_156818362.1,	-	-	-	-	-	-	-	
494_hypothetical_protein.faa	ID:WP_015108172.1,	-	-	-	-	-	-	-	
496_hypothetical_protein.faa	ID:WP_015108174.1,	-	-	-	-	-	-	-	
500_hypothetical_protein.faa	ID:WP_156818364.1,	ID:WP_213202134.1,	-	-	ID:WP_231597894.1,	ID:WP_197211702.1,	ID:WP_197155473.1,	-	
514_hypothetical_protein.faa	ID:WP_015108192.1,	-	-	-	-	-	-	-	
539_hypothetical_protein.faa	ID:WP_015108216.1,	-	-	-	-	-	-	-	
561_hypothetical_protein.faa	ID:WP_043325357.1,	ID:WP_213204987.1,	-	-	-	-	-	-	
562_HlyD_family_efflux_t...faa	ID:WP_172637147.1,	-	-	-	-	-	-	-	
564_hypothetical_protein.faa	ID:WP_015108241.1,	ID:WP_213204984.1,	-	-	ID:WP_197156945.1,	-	ID:WP_197156945.1,	-	
565_hypothetical_protein.faa	ID:WP_015108242.1,	ID:WP_213204982.1,	-	-	-	-	-	-	
566_hypothetical_protein.faa	ID:WP_015108243.1,	-	-	-	-	-	-	-	
591_NAD-P--FAD-dependent...faa	ID:WP_015108268.1,	-	ID:WP_225867613.1,	-	ID:WP_231597920.1,	ID:WP_231597045.1,	ID:WP_231605312.1,	-	
600_DUF1830_domain-conta...faa	ID:WP_015108277.1,	ID:WP_213204948.1,	-	-	ID:WP_231597921.1,	ID:WP_231597309.1,	ID:WP_231597921.1,	ID:WP_197148960.1,	
603_psb29.faa	ID:WP_015108280.1,	ID:WP_213204943.1,	ID:WP_087067036.1,	-	ID:WP_197155915.1,	ID:WP_197212042.1,	ID:WP_197155915.1,	ID:WP_197148967.1,	
605_hypothetical_protein.faa	ID:WP_015108282.1,	-	-	-	-	-	-	-	
614_DUF4912_domain-conta...faa	ID:WP_015108291.1,	-	-	-	-	-	-	-	
625_DUF4178_domain-conta...faa	ID:WP_015108302.1,	-	ID:WP_087066957.1,	-	-	-	-	-	
626_polyamine_aminopropy...faa	ID:WP_015108303.1,	-	ID:WP_225867466.1,	-	-	-	-	-	
627_hypothetical_protein.faa	ID:WP_015108304.1,	-	ID:WP_225867464.1,	-	-	-	-	-	
628_hypothetical_protein.faa	ID:WP_015108305.1,	-	ID:WP_087066955.1,	-	-	-	-	-	
629_DUF350_domain-contai...faa	ID:WP_015108306.1,	-	-	-	-	-	-	-	
631_pentapeptide_repeat-...faa	ID:WP_245552635.1,	-	-	-	-	-	-	-	
632_cax.faa	ID:WP_015108309.1,	-	-	-	ID:WP_197171006.1,	ID:WP_197211806.1,	ID:WP_197158321.1,	-	
633_SpoIIE_family_protei...faa	ID:WP_015108310.1,	ID:WP_213205311.1,	-	-	ID:WP_197170482.1,	ID:WP_231597005.1,	ID:WP_197156464.1,	-	
634_siaB.faa	ID:WP_015108311.1,	ID:WP_213202760.1,	-	-	ID:WP_197156473.1,	ID:WP_197211808.1,	ID:WP_197156473.1,	-	
635_siaC.faa	ID:WP_015108312.1,	ID:WP_213202759.1,	-	-	-	ID:WP_197211809.1,	-	-	
636_siaD.faa	ID:WP_071881544.1,	ID:WP_213202758.1,	-	-	ID:WP_231597966.1,	ID:WP_197211810.1,	ID:WP_231597966.1,	-	
638_class_I_SAM-dependen...faa	ID:WP_015108315.1,	ID:WP_213205181.1,	-	-	ID:WP_231597967.1,	ID:WP_197211812.1,	ID:WP_231597967.1,	ID:WP_231596338.1,	
655_hypothetical_protein.faa	ID:WP_015108332.1,	-	-	-	ID:WP_197156558.1,	ID:WP_197211824.1,	ID:WP_197156558.1,	-	
656_hypothetical_protein.faa	ID:WP_015108333.1,	-	-	-	-	-	-	-	
657_hypothetical_protein.faa	ID:WP_015108334.1,	-	-	-	-	-	-	ID:WP_197149883.1,	
658_hypothetical_protein.faa	ID:WP_156818371.1,	-	-	-	-	-	-	-	
667_hypothetical_protein.faa	ID:WP_043325375.1,	-	-	-	-	ID:WP_197211842.1,	-	-	
673_hypothetical_protein.faa	ID:WP_015108350.1,	-	-	-	-	-	-	-	
676_TMEM165-GDT1_family_...faa	ID:WP_015108353.1,	ID:WP_213204735.1,	ID:WP_087066888.1,	-	ID:WP_197170324.1,	ID:WP_197211850.1,	ID:WP_197156044.1,	ID:WP_197149127.1,	
692_hypothetical_protein.faa	ID:WP_015108369.1,	-	-	-	-	-	-	-	
695_hypothetical_protein.faa	ID:WP_015108372.1,	-	-	-	-	-	-	-	
701_sensor_domain-contai...faa	ID:WP_015108379.1,	-	-	-	ID:WP_197170335.1,	-	ID:WP_197156113.1,	-	
703_hypothetical_protein.faa	ID:WP_083891339.1,ID:WP_156818607.1,	-	-	-	-	-	-	-	
