"ortólogo"	"sitio"	"deleciones"	"species"
"7144_hypothetical_protein.codon.alg.fasta.phy"	"365:372"	"4"	"NIES-3974,PCC_7716,NIES-4071,NIES-4105"
"8369_hypothetical_protein.codon.alg.fasta.phy"	"374:381"	"4"	"336-3,PCC_7716,NIES-4071,NIES-4105"
"6318_hpsA.codon.alg.fasta.phy"	"5028:5035"	"3"	"PCC_6303,NIES-4071,NIES-4105"
"6709_alpha-mannosidase.codon.alg.fasta.phy"	"693:700"	"3"	"PCC_7716,NIES-4071,NIES-4105"
"7967_tsaE.codon.alg.fasta.phy"	"517:524"	"3"	"PCC_7716,NIES-4071,NIES-4105"
"6497_thermonuclease_famil...codon.alg.fasta.phy"	"257:264"	"3"	"PCC_7716,NIES-4071,NIES-4105"
"8037_hypothetical_protein.codon.alg.fasta.phy"	"202:209"	"3"	"336-3,PCC_6303,PCC_7716"
"7160_protein_phosphatase_...codon.alg.fasta.phy"	"2474:2481"	"3"	"336-3,NIES-4071,NIES-4105"
"9843_PA14_domain-containi...codon.alg.fasta.phy"	"4988:4995"	"3"	"336-3,NIES-4071,NIES-4105"
"8307_HAD_family_phosphata...codon.alg.fasta.phy"	"646:653"	"2"	"NIES-4071,NIES-4105"
"7283_coaBC.codon.alg.fasta.phy"	"1268:1275"	"2"	"336-3,PCC_6303"
"8915_EamA_family_transpor...codon.alg.fasta.phy"	"487:494"	"2"	"NIES-4071,NIES-4105"
"5746_DUF3769_domain-conta...codon.alg.fasta.phy"	"486:493"	"2"	"PCC_6303,PCC_7716"
"8642_methyl-accepting_che...codon.alg.fasta.phy"	"400:407"	"2"	"336-3,PCC_6303"
"6492_Ycf66_family_protein.codon.alg.fasta.phy"	"956:963"	"2"	"336-3,NIES-3974"
"9731_cas6.codon.alg.fasta.phy"	"260:267"	"2"	"336-3,PCC_7716"
"8170_HlyD_family_efflux_t...codon.alg.fasta.phy"	"799:806"	"2"	"336-3,NIES-3974"
"6405_phosphate-phosphite-...codon.alg.fasta.phy"	"103:110"	"1"	"NIES-3974"
"8562_peptidoglycan_DD-met...codon.alg.fasta.phy"	"1147:1154"	"1"	"PCC_6303"
"7966_IMS_domain-containin...codon.alg.fasta.phy"	"1519:1526"	"1"	"PCC_6303"
"9771_FAD-binding_oxidored...codon.alg.fasta.phy"	"15:22"	"1"	"PCC_6303"
"6571_GNAT_family_N-acetyl...codon.alg.fasta.phy"	"57:64"	"1"	"PCC_7716"
"9765_GDSL-type_esterase-l...codon.alg.fasta.phy"	"238:245"	"1"	"NIES-3974"
"8724_MFS_transporter.codon.alg.fasta.phy"	"347:354"	"1"	"PCC_6303"
"9626_hypothetical_protein.codon.alg.fasta.phy"	"853:860"	"1"	"PCC_7716"
"8019_ATP-binding_protein.codon.alg.fasta.phy"	"1969:1976"	"1"	"PCC_6303"
"6555_murI.codon.alg.fasta.phy"	"859:866"	"1"	"PCC_7716"
"8320_retroviral-like_aspa...codon.alg.fasta.phy"	"46:53"	"1"	"PCC_7716"
"6295_AAA_family_ATPase.codon.alg.fasta.phy"	"1507:1514"	"1"	"336-3"
"6374_DUF1517_domain-conta...codon.alg.fasta.phy"	"763:770"	"1"	"336-3"
"6497_thermonuclease_famil...codon.alg.fasta.phy"	"52:59"	"1"	"336-3"
"9975_lptC.codon.alg.fasta.phy"	"103:110"	"1"	"PCC_6303"
"6441_PAS_domain-containin...codon.alg.fasta.phy"	"968:975"	"1"	"336-3"
"7152_valine--tRNA_ligase.codon.alg.fasta.phy"	"2726:2733"	"1"	"336-3"
"9612_CHAT_domain-containi...codon.alg.fasta.phy"	"2479:2486"	"1"	"PCC_6303"
"9764_serine-threonine_pro...codon.alg.fasta.phy"	"1034:1041"	"1"	"PCC_6303"
"5927_energy-coupling_fact...codon.alg.fasta.phy"	"926:933"	"1"	"336-3"
"9814_FAD-binding_oxidored...codon.alg.fasta.phy"	"1272:1279"	"1"	"336-3"
"6178_hypothetical_protein.codon.alg.fasta.phy"	"63:70"	"1"	"PCC_6303"
"9896_WecB-TagA-CpsF_famil...codon.alg.fasta.phy"	"292:299"	"1"	"PCC_6303"
"9005_hypothetical_protein.codon.alg.fasta.phy"	"166:173"	"1"	"PCC_6303"
"6578_phycobiliprotein_lya...codon.alg.fasta.phy"	"531:538"	"1"	"PCC_6303"
"5611_hypothetical_protein.codon.alg.fasta.phy"	"2038:2045"	"1"	"336-3"
"8189_hypothetical_protein.codon.alg.fasta.phy"	"466:473"	"1"	"336-3"
"5387_CPBP_family_glutamic...codon.alg.fasta.phy"	"21:28"	"1"	"PCC_7716"
