108_class_I_SAM-dependen...faa	ID:WP_041661305.1,	-	-	-	-	-	-	-	-	-	-	-	
109_DUF3768_domain-conta...faa	ID:WP_012167287.1,	-	-	-	-	-	-	-	-	-	-	-	
110_hypothetical_protein.faa	ID:WP_012167288.1,ID:WP_012166523.1,	ID:WP_212666595.1,	ID:WP_235112612.1,	-	-	-	-	-	-	-	-	-	
111_helix-turn-helix_tra...faa	ID:WP_012167289.1,	ID:WP_212666596.1,	-	-	-	-	-	-	-	-	-	-	
112_hypothetical_protein.faa	ID:WP_238549366.1,ID:WP_012167317.1,ID:WP_238549381.1,	ID:WP_249370253.1,ID:WP_249370258.1,	ID:WP_235112610.1,ID:WP_235112079.1,	-	ID:WP_156805109.1,	-	-	-	-	-	-	-	
113_ATP-binding_protein.faa	ID:WP_012167291.1,ID:WP_012161131.1,	ID:WP_212663462.1,ID:WP_212661574.1,	ID:WP_235112179.1,	-	-	-	-	-	-	-	-	-	
114_YHYH_protein.faa	ID:WP_148216053.1,	-	-	-	-	-	-	-	-	-	-	-	
115_sensor_histidine_kin...faa	ID:WP_012167293.1,	-	-	-	-	-	-	-	-	-	-	-	
116_response_regulator_t...faa	ID:WP_012167294.1,	-	-	-	-	-	-	-	-	-	-	-	
119_DoxX_family_protein.faa	ID:WP_012167297.1,	-	-	-	-	-	-	-	-	-	-	-	
120_GAF_domain-containin...faa	ID:WP_012167300.1,ID:WP_012162052.1,ID:WP_041659306.1,ID:WP_012166414.1,	ID:WP_212662599.1,ID:WP_212662639.1,	ID:WP_235109416.1,ID:WP_235109469.1,	-	-	-	-	-	-	-	-	-	
121_hypothetical_protein.faa	ID:WP_041661307.1,	-	-	-	-	-	-	-	-	-	-	-	
122_hypothetical_protein.faa	ID:WP_012167304.1,	ID:WP_212666651.1,	-	-	-	-	-	-	-	-	-	-	
123_hypothetical_protein.faa	ID:WP_012167306.1,	-	ID:WP_255801511.1,	-	-	-	-	-	-	-	-	-	
124_hypothetical_protein.faa	ID:WP_012167307.1,ID:WP_012166537.1,	ID:WP_212666768.1,ID:WP_212666653.1,	ID:WP_235112563.1,ID:WP_235111475.1,	-	-	-	-	-	-	-	-	-	
125_hypothetical_protein.faa	ID:WP_012167308.1,ID:WP_012166538.1,	ID:WP_212666654.1,	-	-	-	-	-	-	-	-	-	-	
126_hypothetical_protein.faa	ID:WP_012167309.1,ID:WP_012166539.1,	-	ID:WP_235112068.1,	-	-	-	-	-	-	-	-	-	
127_hypothetical_protein.faa	ID:WP_012167310.1,ID:WP_012166540.1,	-	ID:WP_235112069.1,	-	-	-	-	-	-	-	-	-	
128_hypothetical_protein.faa	ID:WP_012167311.1,ID:WP_012166541.1,	ID:WP_212666764.1,	-	-	-	-	-	-	-	-	-	-	
129_hypothetical_protein.faa	ID:WP_012167312.1,ID:WP_012166542.1,	-	ID:WP_235112073.1,	-	-	-	-	-	-	-	-	-	
130_sigma-70_family_RNA_...faa	ID:WP_012167313.1,	ID:WP_212666762.1,ID:WP_212666660.1,	ID:WP_235112551.1,ID:WP_235111495.1,	-	-	-	-	-	-	-	-	-	
131_hypothetical_protein.faa	ID:WP_012167314.1,	ID:WP_212666761.1,	ID:WP_212666761.1,	-	-	-	-	-	-	-	-	-	
132_hypothetical_protein.faa	ID:WP_012167315.1,	ID:WP_212666760.1,ID:WP_212666661.1,	ID:WP_235112549.1,ID:WP_235111496.1,ID:WP_235112077.1,	-	-	-	-	-	-	-	-	-	
133_hypothetical_protein.faa	ID:WP_012167316.1,	ID:WP_212666759.1,	ID:WP_235112078.1,	-	-	-	-	-	-	-	-	-	
135_ParB-RepB-Spo0J_fami...faa	ID:WP_041661308.1,	ID:WP_212661530.1,	ID:WP_235112080.1,	-	-	-	-	-	-	-	-	-	
136_hypothetical_protein.faa	ID:WP_012167319.1,	ID:WP_212661529.1,	-	-	-	-	-	-	-	-	-	-	
137_hypothetical_protein.faa	ID:WP_012167320.1,	ID:WP_249369175.1,	-	-	-	-	-	-	-	-	-	-	
138_DUF296_domain-contai...faa	ID:WP_012167321.1,	ID:WP_212661528.1,	-	-	-	-	-	-	-	-	-	-	
140_single-stranded_DNA-...faa	ID:WP_012167323.1,	ID:WP_212666985.1,	ID:WP_212666985.1,	-	-	-	-	-	-	-	-	-	
141_hypothetical_protein.faa	ID:WP_012167324.1,ID:WP_012166562.1,	ID:WP_249370244.1,	ID:WP_235111653.1,	-	-	-	-	-	-	-	-	-	
142_RNA-binding_protein.faa	ID:WP_012167325.1,	-	-	-	-	-	-	-	-	-	-	-	
143_methylated-DNA---pro...faa	ID:WP_012167327.1,	-	-	-	-	-	-	-	-	-	-	-	
144_DMT_family_transport...faa	ID:WP_012167328.1,	-	-	-	-	-	-	-	-	-	-	-	
145_LysR_family_transcri...faa	ID:WP_012167329.1,ID:WP_012161277.1,	ID:WP_212665611.1,	ID:WP_235108252.1,	ID:WP_071453980.1,	ID:WP_015123423.1,	-	-	-	-	-	-	-	
146_ester_cyclase.faa	ID:WP_012167330.1,	ID:WP_212664266.1,	ID:WP_212664266.1,	-	-	-	-	-	-	-	-	-	
147_zinc-binding_dehydro...faa	ID:WP_012167331.1,	-	-	-	-	-	-	-	-	-	-	-	
148_LysR_family_transcri...faa	ID:WP_041661310.1,	-	-	-	-	-	-	-	-	-	-	-	
149_nuclear_transport_fa...faa	ID:WP_012167333.1,	-	-	-	-	-	-	-	-	-	-	-	
150_NADPH-dependent_F420...faa	ID:WP_238549368.1,ID:WP_238549110.1,	ID:WP_212664267.1,	ID:WP_235107133.1,	ID:WP_172819678.1,	-	-	-	-	-	-	-	-	
151_TetR-AcrR_family_tra...faa	ID:WP_041661311.1,ID:WP_012161812.1,ID:WP_012166565.1,	ID:WP_212662436.1,	ID:WP_235109269.1,	ID:WP_071453515.1,	ID:WP_015124614.1,	-	-	-	-	-	-	-	
152_carboxymuconolactone...faa	ID:WP_012166566.1,ID:WP_012166566.1,	ID:WP_212663949.1,	ID:WP_235106857.1,	ID:WP_071455778.1,	ID:WP_015123748.1,ID:WP_015124615.1,	-	-	-	-	-	-	-	
153_WecB-TagA-CpsF_famil...faa	ID:WP_148216054.1,ID:WP_012166568.1,	-	-	-	-	-	-	-	-	-	-	-	
154_DUF2811_domain-conta...faa	ID:WP_012167338.1,ID:WP_012166569.1,	ID:WP_212661525.1,ID:WP_212661525.1,	ID:WP_235111524.1,ID:WP_212661525.1,	-	-	-	-	-	-	-	-	-	
155_double-stranded_RNA_...faa	ID:WP_012167339.1,ID:WP_012166570.1,	ID:WP_212666749.1,	ID:WP_235112982.1,	-	-	-	-	-	-	-	-	-	
156_IS1_family_transposa...faa	ID:WP_148216055.1,ID:WP_076611790.1,ID:WP_148216080.1,	ID:WP_212665278.1,	-	-	-	-	-	-	-	-	-	-	
157_cell_division_protei...faa	ID:WP_071820017.1,ID:WP_071820040.1,ID:WP_071819998.1,	-	-	-	-	-	-	-	-	-	-	-	
158_hypothetical_protein.faa	ID:WP_012167342.1,ID:WP_012168177.1,ID:WP_012166987.1,ID:WP_012166558.1,ID:WP_012166583.1,ID:WP_012167855.1,	-	-	-	-	-	-	-	-	-	-	-	
160_hypothetical_protein.faa	ID:WP_012167344.1,ID:WP_012167344.1,	-	-	-	-	-	-	-	-	-	-	-	
161_hypothetical_protein.faa	ID:WP_148216056.1,	-	-	-	-	-	-	-	-	-	-	-	
162_RNA-binding_protein.faa	ID:WP_012167350.1,ID:WP_012166606.1,ID:WP_012166606.1,	-	-	-	-	-	-	-	-	-	-	-	
163_prohibitin_family_pr...faa	ID:WP_041661312.1,	ID:WP_212661524.1,	ID:WP_212661524.1,	-	-	-	-	-	-	-	-	-	
164_IS4-like_element_ISA...faa	ID:WP_012167352.1,ID:WP_012166586.1,	ID:WP_212661654.1,	ID:WP_255801490.1,	-	-	-	-	-	-	-	-	-	
165_istB.faa	ID:WP_238549369.1,ID:WP_238549344.1,ID:WP_238549369.1,ID:WP_238549369.1,	-	-	-	-	-	-	-	-	-	-	-	
166_IS3_family_transposa...faa	ID:WP_148216058.1,ID:WP_148215638.1,ID:WP_148215638.1,ID:WP_148215638.1,ID:WP_148215638.1,	-	-	-	-	-	-	-	-	-	-	-	
168_response_regulator.faa	ID:WP_238549370.1,	-	-	-	-	-	-	-	-	-	-	-	
169_hypothetical_protein.faa	ID:WP_012167361.1,	-	-	-	-	-	-	-	-	-	-	-	
170_hypothetical_protein.faa	ID:WP_012167364.1,	-	-	-	-	-	-	-	-	-	-	-	
171_phycobilisome_rod-co...faa	ID:WP_012167366.1,	-	-	-	-	-	-	-	-	-	-	-	
172_phycobilisome_linker...faa	ID:WP_238549372.1,ID:WP_238549372.1,	-	-	-	-	-	-	-	-	-	-	-	
178_response_regulator.faa	ID:WP_012167375.1,	-	-	-	-	-	-	-	-	-	-	-	
179_phycobilisome_rod-co...faa	ID:WP_012167376.1,ID:WP_012167463.1,	-	-	-	-	-	-	-	-	-	-	-	
181_hemH.faa	ID:WP_012167381.1,ID:WP_012167381.1,	-	-	-	-	-	-	-	-	-	-	-	
183_hypothetical_protein.faa	ID:WP_012167384.1,	-	-	-	-	-	-	-	-	-	-	-	
184_hypothetical_protein.faa	ID:WP_012167388.1,	-	-	-	-	-	-	-	-	-	-	-	
187_hypothetical_protein.faa	ID:WP_012167393.1,	-	-	-	-	-	-	-	-	-	-	-	
188_hypothetical_protein.faa	ID:WP_012167394.1,	-	-	-	-	-	-	-	-	-	-	-	
189_IS630_family_transpo...faa	ID:WP_148216059.1,ID:WP_076611697.1,ID:WP_076611697.1,ID:WP_076611697.1,	ID:WP_212665567.1,ID:WP_212665567.1,	-	-	-	-	-	-	-	-	-	-	
190_hypothetical_protein.faa	ID:WP_012167400.1,ID:WP_041661328.1,	-	-	-	-	-	-	-	-	-	-	-	
191_hypothetical_protein.faa	ID:WP_012167401.1,ID:WP_012168297.1,ID:WP_012166587.1,	-	-	-	-	-	-	-	-	-	-	-	
192_hypothetical_protein.faa	ID:WP_012167403.1,ID:WP_012168157.1,ID:WP_012166254.1,ID:WP_012166639.1,ID:WP_012167638.1,	-	-	-	-	-	-	-	-	-	-	-	
