Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	N2	n13	0.5	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543747.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595925.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543746.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594684.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544528.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543304.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543748.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595926.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593388.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543301.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544529.1
OG0000000	N2	n14	0.25	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543747.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595925.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543746.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594684.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544528.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543304.1
OG0000000	N2	n15	0.5	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543747.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595925.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543746.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594684.1
OG0000000	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	n18	1.0	Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544528.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543304.1
OG0000000	N2	n19	0.5	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543748.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595926.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593388.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543301.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544529.1
OG0000000	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	n22	1.0	Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543301.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544529.1
OG0000000	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n24	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392623.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593410.1
OG0000000	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	n25	1.0	Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544070.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009546621.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544246.1
OG0000000	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	n26	1.0	Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009546621.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544246.1
OG0000001	N2	n0	0.5	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544936.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596259.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596423.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_041229687.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593535.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596456.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595172.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594502.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594446.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957313.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594682.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_203427707.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595481.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012597142.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392606.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392724.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545753.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595241.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596802.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593748.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_052470631.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_232014520.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_024750298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596139.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596118.1
OG0000001	N2	n2	0.25	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596423.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_041229687.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593535.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596456.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595172.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594502.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594446.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957313.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594682.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_203427707.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595481.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012597142.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392606.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392724.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545753.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595241.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596802.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593748.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_052470631.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_232014520.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_024750298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596139.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596118.1
OG0000001	N2	n3	0.25	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_041229687.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593535.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596456.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595172.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594502.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594446.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957313.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594682.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_203427707.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595481.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012597142.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392606.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392724.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545753.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595241.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596802.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593748.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_052470631.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_232014520.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_024750298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596139.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596118.1
OG0000001	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n4	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_041229687.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593535.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596456.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595172.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594502.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594446.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957313.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594682.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_203427707.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595481.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012597142.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392606.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392724.1
OG0000001	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n5	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_041229687.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593535.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957298.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596456.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595172.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594502.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594446.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_015957313.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594682.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_203427707.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595481.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012597142.1
