prot	spp	ID	palindrome	obs	markov3	genomesize	A	Th	C	G	N
9358_purF.fna	Cyanobium_sp_M30B3	WP_213205041.1	GCGATCGC	0	0.17927921260814095	1512	235	246	536	495	0
9358_purF.fna	Cyanobium_sp_NIES-981	WP_087068467.1	GCGATCGC	0	0.12960309485374194	1512	237	235	545	495	0
9358_purF.fna	Cyanobium_sp_NS01	WP_225875707.1	GCGATCGC	0	0.2239134510012558	1494	249	252	523	470	0
9358_purF.fna	Synechococcus_sp_CBW1002	WP_231598118.1	GCGATCGC	0	0.24207693683488454	1479	240	264	506	469	0
9358_purF.fna	Synechococcus_sp_CBW1004	WP_231597369.1	GCGATCGC	0	0.2447898914232992	1401	225	237	495	444	0
9358_purF.fna	Synechococcus_sp_CBW1006	WP_231605472.1	GCGATCGC	0	0.23277276169024042	1479	237	263	510	469	0
9358_purF.fna	Synechococcus_sp_CBW1108	WP_197152667.1	GCGATCGC	0	0.27895880143649787	1482	257	279	484	462	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_gracile_PCC_6307	WP_015109901.1	GCGATCGC	0	0.3777365160093966	2469	375	312	833	949	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_gracile_PCC_6307	WP_015110802.1	GCGATCGC	2	0.43409548725624114	2691	470	389	947	885	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_sp_M30B3	WP_213203718.1	GCGATCGC	0	0.3333686355871102	2514	397	345	888	884	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_sp_M30B3	WP_213202922.1	GCGATCGC	0	0.6213381946704467	2640	439	372	933	896	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_sp_NIES-981	WP_225867552.1	GCGATCGC	0	0.48266465628006466	2733	463	448	887	935	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_sp_NIES-981	WP_087068466.1	GCGATCGC	0	0.294821432697068	2505	390	347	861	907	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_sp_NS01	WP_186697860.1	GCGATCGC	1	0.30680320844437686	2508	390	343	874	901	0
9359_DNA_topoisomerase_4_...fna	Cyanobium_sp_NS01	WP_186696997.1	GCGATCGC	0	0.33656219537231025	2682	479	460	848	895	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1002	WP_197171287.1	GCGATCGC	2	0.634292406981	2463	393	363	858	849	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1002	WP_197169698.1	GCGATCGC	1	0.8744440273957761	2613	471	429	852	861	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1004	WP_231597337.1	GCGATCGC	2	0.8308463678907596	2589	460	401	878	850	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1004	WP_197210613.1	GCGATCGC	0	0.5603025318399814	2511	390	350	857	914	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1006	WP_197157844.1	GCGATCGC	2	0.6966280400808569	2463	397	363	855	848	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1006	WP_197153943.1	GCGATCGC	1	0.8335420330625717	2616	472	430	853	861	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1108	WP_231596653.1	GCGATCGC	0	0.2264878273965009	2418	431	370	797	820	0
9359_DNA_topoisomerase_4_...fna	Synechococcus_sp_CBW1108	WP_197148477.1	GCGATCGC	0	0.32716519918908465	2634	494	427	868	845	0
9360_tetratricopeptide_re...fna	Cyanobium_gracile_PCC_6307	WP_015109900.1	GCGATCGC	0	0.03139883918341192	915	138	118	300	359	0
9360_tetratricopeptide_re...fna	Cyanobium_sp_M30B3	WP_213203719.1	GCGATCGC	0	0.0	897	146	119	331	301	0
9360_tetratricopeptide_re...fna	Cyanobium_sp_NIES-981	WP_087068465.1	GCGATCGC	0	0.08324880317337738	888	147	118	316	307	0
9360_tetratricopeptide_re...fna	Cyanobium_sp_NS01	WP_186699972.1	GCGATCGC	0	0.03646626772256268	888	145	118	319	306	0
9360_tetratricopeptide_re...fna	Synechococcus_sp_CBW1002	WP_231598117.1	GCGATCGC	0	0.07249809076837128	870	149	127	295	299	0
9360_tetratricopeptide_re...fna	Synechococcus_sp_CBW1004	WP_197210612.1	GCGATCGC	0	0.16482871578384334	879	147	115	311	306	0
9360_tetratricopeptide_re...fna	Synechococcus_sp_CBW1006	WP_197157846.1	GCGATCGC	0	0.07775342803743467	936	158	136	317	325	0
9360_tetratricopeptide_re...fna	Synechococcus_sp_CBW1108	WP_197153423.1	GCGATCGC	0	0.003912585259295183	885	169	130	299	287	0
9361_queG.fna	Cyanobium_gracile_PCC_6307	WP_015109899.1	GCGATCGC	0	0.04962445681131252	972	118	121	348	385	0
9361_queG.fna	Cyanobium_sp_M30B3	WP_213203720.1	GCGATCGC	1	0.17233534486070018	966	142	136	320	368	0
9361_queG.fna	Cyanobium_sp_NIES-981	WP_087068464.1	GCGATCGC	0	0.034758933921817434	996	139	136	349	372	0
9361_queG.fna	Cyanobium_sp_NS01	WP_186697862.1	GCGATCGC	1	0.1309934174510597	1035	147	139	356	393	0
9361_queG.fna	Synechococcus_sp_CBW1002	WP_197171284.1	GCGATCGC	0	0.12985498313371716	948	121	134	345	348	0
9361_queG.fna	Synechococcus_sp_CBW1004	WP_197210611.1	GCGATCGC	0	0.0908383570894342	1005	144	142	340	379	0
9361_queG.fna	Synechococcus_sp_CBW1006	WP_197157848.1	GCGATCGC	0	0.14104511889665083	951	121	131	346	353	0
9361_queG.fna	Synechococcus_sp_CBW1108	WP_231596576.1	GCGATCGC	0	0.13890773052932495	948	142	129	329	348	0
9362_HpsJ_family_protein.fna	Cyanobium_gracile_PCC_6307	WP_043325750.1	GCGATCGC	0	0.030447405068333537	651	103	107	238	203	0
9362_HpsJ_family_protein.fna	Cyanobium_sp_M30B3	WP_213203721.1	GCGATCGC	1	0.171652256789555	669	94	110	232	233	0
9362_HpsJ_family_protein.fna	Cyanobium_sp_NIES-981	WP_087068463.1	GCGATCGC	0	0.0	669	86	118	243	222	0
9362_HpsJ_family_protein.fna	Cyanobium_sp_NS01	WP_186697864.1	GCGATCGC	0	0.06388632917312176	669	94	118	230	227	0
9362_HpsJ_family_protein.fna	Synechococcus_sp_CBW1002	WP_197157850.1	GCGATCGC	0	0.07595204537680947	651	90	119	209	233	0
9362_HpsJ_family_protein.fna	Synechococcus_sp_CBW1004	WP_231596807.1	GCGATCGC	0	0.02389014499188859	651	103	122	218	208	0
9362_HpsJ_family_protein.fna	Synechococcus_sp_CBW1006	WP_197157850.1	GCGATCGC	0	0.07595204537680947	651	88	120	210	233	0
9362_HpsJ_family_protein.fna	Synechococcus_sp_CBW1108	WP_197152673.1	GCGATCGC	0	0.04923309325471401	672	97	129	222	224	0
9363_DUF502_domain-contai...fna	Cyanobium_gracile_PCC_6307	WP_015109897.1	GCGATCGC	0	0.03299633480251185	732	112	136	278	206	0
9363_DUF502_domain-contai...fna	Cyanobium_sp_M30B3	WP_213203722.1	GCGATCGC	0	0.015828745153682613	729	119	144	251	215	0
9363_DUF502_domain-contai...fna	Cyanobium_sp_NIES-981	WP_087068462.1	GCGATCGC	0	0.024332530202802304	726	105	138	279	204	0
9363_DUF502_domain-contai...fna	Cyanobium_sp_NS01	WP_186697866.1	GCGATCGC	0	0.021658625784911935	726	114	141	260	211	0
9363_DUF502_domain-contai...fna	Synechococcus_sp_CBW1002	WP_197171282.1	GCGATCGC	1	0.05558589435239715	729	116	141	268	204	0
9363_DUF502_domain-contai...fna	Synechococcus_sp_CBW1004	WP_197210610.1	GCGATCGC	0	0.004221047885377178	732	116	150	262	204	0
9363_DUF502_domain-contai...fna	Synechococcus_sp_CBW1006	WP_197157852.1	GCGATCGC	1	0.051880168062237345	729	115	143	269	202	0
9363_DUF502_domain-contai...fna	Synechococcus_sp_CBW1108	WP_197152674.1	GCGATCGC	0	0.007191340592646542	726	119	161	248	198	0
9364_nusB.fna	Cyanobium_gracile_PCC_6307	WP_015109896.1	GCGATCGC	0	0.01621435488140605	627	90	90	229	218	0
9364_nusB.fna	Cyanobium_sp_M30B3	WP_213203723.1	GCGATCGC	1	0.4788817264771789	648	103	87	240	218	0
9364_nusB.fna	Cyanobium_sp_NIES-981	WP_087068461.1	GCGATCGC	0	0.060382797869967336	636	98	99	223	216	0
9364_nusB.fna	Cyanobium_sp_NS01	WP_186697868.1	GCGATCGC	0	0.18693466032066583	660	102	98	249	211	0
9364_nusB.fna	Synechococcus_sp_CBW1002	WP_197171280.1	GCGATCGC	0	0.08176321935246092	624	96	90	218	220	0
9364_nusB.fna	Synechococcus_sp_CBW1004	WP_197210609.1	GCGATCGC	0	0.15010565924276473	636	104	99	218	215	0
9364_nusB.fna	Synechococcus_sp_CBW1006	WP_197157854.1	GCGATCGC	0	0.08176321935246092	624	94	90	220	220	0
9364_nusB.fna	Synechococcus_sp_CBW1108	WP_197152676.1	GCGATCGC	1	0.28105565457554804	639	104	102	213	220	0
9366_SpoIIE_family_protei...fna	Cyanobium_gracile_PCC_6307	WP_043327068.1	GCGATCGC	0	0.08125753097885964	1401	186	203	537	475	0
9366_SpoIIE_family_protei...fna	Cyanobium_sp_M30B3	WP_213205042.1	GCGATCGC	0	0.05688335739370665	1344	173	219	462	490	0
9366_SpoIIE_family_protei...fna	Cyanobium_sp_NIES-981	WP_087068459.1	GCGATCGC	1	0.16486850845490167	1332	177	217	461	477	0
9366_SpoIIE_family_protei...fna	Cyanobium_sp_NS01	WP_186699974.1	GCGATCGC	0	0.20664897937494633	1332	188	213	463	468	0
9366_SpoIIE_family_protei...fna	Synechococcus_sp_CBW1002	WP_197172025.1	GCGATCGC	1	0.3945180538499739	1443	199	243	494	507	0
9366_SpoIIE_family_protei...fna	Synechococcus_sp_CBW1004	WP_231596806.1	GCGATCGC	0	0.266720203114636	1344	177	250	439	478	0
9366_SpoIIE_family_protei...fna	Synechococcus_sp_CBW1006	WP_197158985.1	GCGATCGC	1	0.41403847838942576	1443	197	245	496	505	0
9366_SpoIIE_family_protei...fna	Synechococcus_sp_CBW1108	WP_197152680.1	GCGATCGC	0	0.058015978804769816	1359	204	256	431	468	0
9367_argH.fna	Cyanobium_gracile_PCC_6307	WP_015109893.1	GCGATCGC	1	0.1412249373595957	1401	198	211	501	491	0
9367_argH.fna	Cyanobium_sp_M30B3	WP_213203725.1	GCGATCGC	0	0.24186180982724395	1398	201	221	482	494	0
9367_argH.fna	Cyanobium_sp_NIES-981	WP_087068458.1	GCGATCGC	0	0.09984928073425943	1440	201	221	501	517	0
9367_argH.fna	Cyanobium_sp_NS01	WP_186697872.1	GCGATCGC	0	0.16982075703688373	1428	212	232	483	501	0
9367_argH.fna	Synechococcus_sp_CBW1002	WP_197171278.1	GCGATCGC	2	0.27547796265315405	1476	222	253	489	512	0
9367_argH.fna	Synechococcus_sp_CBW1004	WP_197210606.1	GCGATCGC	2	0.1619573553228963	1464	214	259	490	501	0
9367_argH.fna	Synechococcus_sp_CBW1006	WP_197157855.1	GCGATCGC	1	0.278670128021928	1476	221	251	492	512	0
9367_argH.fna	Synechococcus_sp_CBW1108	WP_197152682.1	GCGATCGC	0	0.04038595842025715	1395	237	263	419	476	0
9369_dusA.fna	Cyanobium_gracile_PCC_6307	WP_015109891.1	GCGATCGC	0	0.08288071012921608	1023	140	137	344	402	0
9369_dusA.fna	Cyanobium_sp_M30B3	WP_213203727.1	GCGATCGC	1	0.13820655868551687	1098	157	142	380	419	0
9369_dusA.fna	Cyanobium_sp_NIES-981	WP_225867363.1	GCGATCGC	1	0.0678572468261757	1026	151	135	361	379	0
9369_dusA.fna	Cyanobium_sp_NS01	WP_186697876.1	GCGATCGC	0	0.051434123694166466	1026	160	141	340	385	0
9369_dusA.fna	Synechococcus_sp_CBW1002	WP_197157859.1	GCGATCGC	0	0.03240067422712945	1041	161	166	350	364	0
9369_dusA.fna	Synechococcus_sp_CBW1004	WP_197210604.1	GCGATCGC	0	0.019903687045957956	1026	160	150	335	381	0
9369_dusA.fna	Synechococcus_sp_CBW1006	WP_197157859.1	GCGATCGC	0	0.03240067422712945	1041	161	166	350	364	0
9369_dusA.fna	Synechococcus_sp_CBW1108	WP_197152691.1	GCGATCGC	0	0.0836855555166564	1026	173	151	332	370	0
9370_NAD-P--FAD-dependent...fna	Cyanobium_gracile_PCC_6307	WP_015109890.1	GCGATCGC	0	0.17285161119057676	1311	130	183	506	492	0
9370_NAD-P--FAD-dependent...fna	Cyanobium_sp_M30B3	WP_213203728.1	GCGATCGC	0	0.08664138180760217	1293	140	191	479	483	0
9370_NAD-P--FAD-dependent...fna	Cyanobium_sp_NIES-981	WP_087068455.1	GCGATCGC	0	0.03820442505360693	1269	150	201	429	489	0
9370_NAD-P--FAD-dependent...fna	Cyanobium_sp_NS01	WP_255460157.1	GCGATCGC	1	0.11259585417858763	1224	157	189	437	441	0
9370_NAD-P--FAD-dependent...fna	Synechococcus_sp_CBW1002	WP_197158986.1	GCGATCGC	0	0.06468507343506628	1269	149	236	393	491	0
9370_NAD-P--FAD-dependent...fna	Synechococcus_sp_CBW1004	WP_197210603.1	GCGATCGC	0	0.09209673181128235	1242	137	203	415	487	0
9370_NAD-P--FAD-dependent...fna	Synechococcus_sp_CBW1006	WP_197158986.1	GCGATCGC	0	0.06468507343506628	1269	149	236	393	491	0
9370_NAD-P--FAD-dependent...fna	Synechococcus_sp_CBW1108	WP_197152693.1	GCGATCGC	0	0.02917417700928229	1266	155	218	411	482	0
9371_type_II_secretion_sy...fna	Cyanobium_gracile_PCC_6307	WP_015109889.1	GCGATCGC	0	0.08756427325271077	1251	221	228	411	391	0
9371_type_II_secretion_sy...fna	Cyanobium_sp_M30B3	WP_213203729.1	GCGATCGC	0	0.005373919656681633	1260	283	273	350	354	0
9371_type_II_secretion_sy...fna	Cyanobium_sp_NIES-981	WP_087068454.1	GCGATCGC	0	0.12716802118169204	1257	248	245	379	385	0
9371_type_II_secretion_sy...fna	Cyanobium_sp_NS01	WP_186697880.1	GCGATCGC	0	0.15957809013592766	1257	258	273	351	375	0
9371_type_II_secretion_sy...fna	Synechococcus_sp_CBW1002	WP_197157861.1	GCGATCGC	0	0.03879657398612717	1263	291	277	352	343	0
9371_type_II_secretion_sy...fna	Synechococcus_sp_CBW1004	WP_197210602.1	GCGATCGC	0	0.19653446847571934	1233	249	261	363	360	0
9371_type_II_secretion_sy...fna	Synechococcus_sp_CBW1006	WP_197157861.1	GCGATCGC	0	0.03879657398612717	1263	291	277	352	343	0
9371_type_II_secretion_sy...fna	Synechococcus_sp_CBW1108	WP_197152695.1	GCGATCGC	0	0.06548495416389773	1260	293	282	358	327	0
9373_GspE-PulE_family_pro...fna	Cyanobium_gracile_PCC_6307	WP_015109888.1	GCGATCGC	0	0.027911022340301222	1458	246	208	535	469	0
9373_GspE-PulE_family_pro...fna	Cyanobium_sp_M30B3	WP_213203731.1	GCGATCGC	0	0.11911533751434226	1830	341	270	634	585	0
9373_GspE-PulE_family_pro...fna	Cyanobium_sp_NIES-981	WP_172820879.1	GCGATCGC	2	0.15364317511528527	1776	342	274	580	580	0
9373_GspE-PulE_family_pro...fna	Cyanobium_sp_NS01	WP_186697883.1	GCGATCGC	0	0.09927542117217261	1851	359	307	606	579	0
9373_GspE-PulE_family_pro...fna	Synechococcus_sp_CBW1002	WP_197157865.1	GCGATCGC	0	0.11727175071005358	1911	394	304	640	573	0
9373_GspE-PulE_family_pro...fna	Synechococcus_sp_CBW1004	WP_197210601.1	GCGATCGC	0	0.12071158742259358	1455	261	215	507	472	0
9373_GspE-PulE_family_pro...fna	Synechococcus_sp_CBW1006	WP_197157865.1	GCGATCGC	0	0.11727175071005358	1911	395	304	640	572	0
9373_GspE-PulE_family_pro...fna	Synechococcus_sp_CBW1108	WP_197152698.1	GCGATCGC	0	0.05577885022219146	1500	336	246	488	430	0
9375_dnaJ.fna	Cyanobium_gracile_PCC_6307	WP_015109886.1	GCGATCGC	0	0.04325197462708632	1125	182	146	416	381	0
9375_dnaJ.fna	Cyanobium_sp_M30B3	WP_213203733.1	GCGATCGC	0	0.10739192872630611	1128	190	168	382	388	0
9375_dnaJ.fna	Cyanobium_sp_NIES-981	WP_087068451.1	GCGATCGC	0	0.023565685172313375	1125	183	153	400	389	0
9375_dnaJ.fna	Cyanobium_sp_NS01	WP_186697885.1	GCGATCGC	0	0.01777567932294255	1125	190	152	403	380	0
9375_dnaJ.fna	Synechococcus_sp_CBW1002	WP_197157867.1	GCGATCGC	0	0.1781907694632645	1122	190	179	376	377	0
9375_dnaJ.fna	Synechococcus_sp_CBW1004	WP_197210599.1	GCGATCGC	0	0.07509311605736105	1125	186	162	392	385	0
9375_dnaJ.fna	Synechococcus_sp_CBW1006	WP_197157867.1	GCGATCGC	0	0.1781907694632645	1122	190	179	376	377	0
9375_dnaJ.fna	Synechococcus_sp_CBW1108	WP_197152700.1	GCGATCGC	0	0.0	1119	201	184	356	378	0
9376_sulfurtransferase_Tu...fna	Cyanobium_gracile_PCC_6307	WP_015109885.1	GCGATCGC	0	0.0	246	33	37	74	102	0
9376_sulfurtransferase_Tu...fna	Cyanobium_sp_M30B3	WP_213205043.1	GCGATCGC	0	0.0	234	34	32	86	82	0
9376_sulfurtransferase_Tu...fna	Cyanobium_sp_NIES-981	WP_087068450.1	GCGATCGC	0	0.0	255	33	41	98	83	0
9376_sulfurtransferase_Tu...fna	Cyanobium_sp_NS01	WP_186697887.1	GCGATCGC	0	0.0	255	34	37	99	85	0
9376_sulfurtransferase_Tu...fna	Synechococcus_sp_CBW1002	WP_231598229.1	GCGATCGC	1	0.09438114877969253	234	33	38	86	77	0
9376_sulfurtransferase_Tu...fna	Synechococcus_sp_CBW1004	WP_197210598.1	GCGATCGC	0	0.0	261	39	45	97	80	0
9376_sulfurtransferase_Tu...fna	Synechococcus_sp_CBW1006	WP_231598229.1	GCGATCGC	1	0.09438114877969253	234	33	38	86	77	0
9376_sulfurtransferase_Tu...fna	Synechococcus_sp_CBW1108	WP_197152702.1	GCGATCGC	0	0.0	261	37	46	92	86	0
9377_rsgA.fna	Cyanobium_gracile_PCC_6307	WP_015109884.1	GCGATCGC	0	0.06550314043376293	1089	127	149	404	409	0
9377_rsgA.fna	Cyanobium_sp_M30B3	WP_213203734.1	GCGATCGC	0	0.09423222343207203	1101	129	173	388	411	0
9377_rsgA.fna	Cyanobium_sp_NIES-981	WP_087068449.1	GCGATCGC	0	0.08791536522778955	1095	135	153	394	413	0
9377_rsgA.fna	Cyanobium_sp_NS01	WP_186697888.1	GCGATCGC	0	0.022179896637914014	1062	126	148	394	394	0
9377_rsgA.fna	Synechococcus_sp_CBW1002	WP_197157871.1	GCGATCGC	0	0.15140972194678387	1044	143	167	356	378	0
9377_rsgA.fna	Synechococcus_sp_CBW1004	WP_197210597.1	GCGATCGC	0	0.054905515858501154	1131	150	180	385	416	0
9377_rsgA.fna	Synechococcus_sp_CBW1006	WP_197157871.1	GCGATCGC	0	0.15140972194678387	1044	143	167	356	378	0
9377_rsgA.fna	Synechococcus_sp_CBW1108	WP_197152709.1	GCGATCGC	0	0.06219573459102806	1125	158	192	360	415	0
9378_YbaB-EbfC_family_nuc...fna	Cyanobium_gracile_PCC_6307	WP_015109883.1	GCGATCGC	0	0.0	342	63	49	119	111	0
9378_YbaB-EbfC_family_nuc...fna	Cyanobium_sp_M30B3	WP_213203735.1	GCGATCGC	0	0	342	63	45	114	120	0
9378_YbaB-EbfC_family_nuc...fna	Cyanobium_sp_NIES-981	WP_087068448.1	GCGATCGC	0	0	342	61	46	107	128	0
9378_YbaB-EbfC_family_nuc...fna	Cyanobium_sp_NS01	WP_186697890.1	GCGATCGC	0	0.0	342	70	48	115	109	0
9378_YbaB-EbfC_family_nuc...fna	Synechococcus_sp_CBW1002	WP_197157873.1	GCGATCGC	0	0.0	342	78	49	111	104	0
9378_YbaB-EbfC_family_nuc...fna	Synechococcus_sp_CBW1004	WP_197210596.1	GCGATCGC	0	0.0	342	66	49	112	115	0
9378_YbaB-EbfC_family_nuc...fna	Synechococcus_sp_CBW1006	WP_197157873.1	GCGATCGC	0	0.0	342	78	49	111	104	0
9378_YbaB-EbfC_family_nuc...fna	Synechococcus_sp_CBW1108	WP_197152711.1	GCGATCGC	0	0	342	70	46	110	116	0
9379_murB.fna	Cyanobium_gracile_PCC_6307	WP_015109882.1	GCGATCGC	0	0.0879692271832319	894	117	118	343	316	0
9379_murB.fna	Cyanobium_sp_M30B3	WP_213203736.1	GCGATCGC	0	0.09954752987867196	894	132	123	320	319	0
9379_murB.fna	Cyanobium_sp_NIES-981	WP_087068447.1	GCGATCGC	0	0.012991509506625398	900	133	122	320	325	0
9379_murB.fna	Cyanobium_sp_NS01	WP_186697892.1	GCGATCGC	0	0.05345159155017961	906	132	123	311	340	0
9379_murB.fna	Synechococcus_sp_CBW1002	WP_197157875.1	GCGATCGC	0	0.009746740146597429	900	146	129	325	300	0
9379_murB.fna	Synechococcus_sp_CBW1004	WP_197210595.1	GCGATCGC	0	0.033761829290295704	942	148	127	340	327	0
9379_murB.fna	Synechococcus_sp_CBW1006	WP_197157875.1	GCGATCGC	0	0.009746740146597429	900	146	129	325	300	0
9379_murB.fna	Synechococcus_sp_CBW1108	WP_197152713.1	GCGATCGC	0	0.04775689347610302	912	148	127	327	310	0
9380_murC.fna	Cyanobium_gracile_PCC_6307	WP_043327064.1	GCGATCGC	0	0.25293695929505905	1449	196	198	531	524	0
9380_murC.fna	Cyanobium_sp_M30B3	WP_213203737.1	GCGATCGC	0	0.33419077271210496	1437	219	211	517	490	0
9380_murC.fna	Cyanobium_sp_NIES-981	WP_087069369.1	GCGATCGC	0	0.15793261623555882	1434	204	203	528	499	0
9380_murC.fna	Cyanobium_sp_NS01	WP_186699978.1	GCGATCGC	0	0.26405118568306707	1434	202	202	538	492	0
9380_murC.fna	Synechococcus_sp_CBW1002	WP_197158988.1	GCGATCGC	2	0.4554724824466267	1446	224	231	517	474	0
9380_murC.fna	Synechococcus_sp_CBW1004	WP_197210594.1	GCGATCGC	0	0.29360532508163983	1428	215	209	525	479	0
9380_murC.fna	Synechococcus_sp_CBW1006	WP_197158988.1	GCGATCGC	2	0.4554724824466267	1446	224	231	517	474	0
9380_murC.fna	Synechococcus_sp_CBW1108	WP_197152715.1	GCGATCGC	0	0.19208604332867393	1446	222	239	523	462	0
9381_type_I_glyceraldehyd...fna	Cyanobium_gracile_PCC_6307	WP_015109880.1	GCGATCGC	0	0.05471311246492209	1023	208	166	339	310	0
9381_type_I_glyceraldehyd...fna	Cyanobium_sp_M30B3	WP_213203738.1	GCGATCGC	0	0.01309903723370345	1023	211	159	333	320	0
9381_type_I_glyceraldehyd...fna	Cyanobium_sp_NIES-981	WP_087068446.1	GCGATCGC	0	0.09682977775264652	1023	209	160	336	318	0
9381_type_I_glyceraldehyd...fna	Cyanobium_sp_NS01	WP_186697894.1	GCGATCGC	0	0.0631740195414269	1023	213	170	326	314	0
9381_type_I_glyceraldehyd...fna	Synechococcus_sp_CBW1002	WP_197157877.1	GCGATCGC	0	0.005187898034945515	1023	222	202	288	311	0
9381_type_I_glyceraldehyd...fna	Synechococcus_sp_CBW1004	WP_197210593.1	GCGATCGC	0	0.06132046688295865	1023	222	190	304	307	0
9381_type_I_glyceraldehyd...fna	Synechococcus_sp_CBW1006	WP_197157877.1	GCGATCGC	0	0.005749920322064611	1023	222	202	289	310	0
9381_type_I_glyceraldehyd...fna	Synechococcus_sp_CBW1108	WP_197152724.1	GCGATCGC	0	0.04851495271742016	1023	221	182	313	307	0
9383_peptidylprolyl_isome...fna	Cyanobium_gracile_PCC_6307	WP_015109878.1	GCGATCGC	0	0.03382803280517023	1104	158	153	435	358	0
9383_peptidylprolyl_isome...fna	Cyanobium_sp_M30B3	WP_213203740.1	GCGATCGC	0	0.09070780256207298	1047	172	162	372	341	0
9383_peptidylprolyl_isome...fna	Cyanobium_sp_NIES-981	WP_225867361.1	GCGATCGC	0	0.047862255151055834	1080	165	168	386	361	0
9383_peptidylprolyl_isome...fna	Cyanobium_sp_NS01	WP_186699980.1	GCGATCGC	0	0.05134199545678149	1053	157	160	378	358	0
9383_peptidylprolyl_isome...fna	Synechococcus_sp_CBW1002	WP_197158989.1	GCGATCGC	0	0.17215578570085677	1044	168	170	386	320	0
9383_peptidylprolyl_isome...fna	Synechococcus_sp_CBW1004	WP_197213783.1	GCGATCGC	0	0.05189118570402858	1059	171	176	388	324	0
9383_peptidylprolyl_isome...fna	Synechococcus_sp_CBW1006	WP_197158989.1	GCGATCGC	0	0.17215578570085677	1044	168	170	386	320	0
9383_peptidylprolyl_isome...fna	Synechococcus_sp_CBW1108	WP_197152745.1	GCGATCGC	0	0.03763850067524638	1089	191	165	383	350	0
9384_efp.fna	Cyanobium_gracile_PCC_6307	WP_015109877.1	GCGATCGC	0	0.00402207669178999	561	119	86	182	174	0
9384_efp.fna	Cyanobium_sp_M30B3	WP_213203741.1	GCGATCGC	0	0.0	561	122	87	170	182	0
9384_efp.fna	Cyanobium_sp_NIES-981	WP_006909327.1	GCGATCGC	0	0.0117577185109429	561	121	88	171	181	0
9384_efp.fna	Cyanobium_sp_NS01	WP_186697898.1	GCGATCGC	0	0.0	561	120	85	164	192	0
9384_efp.fna	Synechococcus_sp_CBW1002	WP_197157881.1	GCGATCGC	0	0.0	561	122	94	165	180	0
