"ortólogo"	"sitio"	"deleciones"	"species"
"12671_DUF1565_domain-conta...codon.alg.fasta.phy"	"1508:1515"	"1"	"PCC_7502"
"14104_ATP-binding_protein.codon.alg.fasta.phy"	"2404:2411"	"1"	"PCC_7336"
"11790_moaA.codon.alg.fasta.phy"	"953:960"	"1"	"JA-3-3Ab"
"14018_DciA_family_protein.codon.alg.fasta.phy"	"439:446"	"1"	"PCC_7336"
"14047_MFS_transporter.codon.alg.fasta.phy"	"695:702"	"1"	"PCC_7336"
"12645_LCP_family_protein.codon.alg.fasta.phy"	"42:49"	"1"	"PCC_7336"
"13833_fabD.codon.alg.fasta.phy"	"880:887"	"1"	"JA-2-3Ba"
"11915_DUF3352_domain-conta...codon.alg.fasta.phy"	"1483:1490"	"1"	"JA-3-3Ab"
"14091_shikimate_kinase.codon.alg.fasta.phy"	"530:537"	"1"	"PCC_7336"
"11951_helix-turn-helix_dom...codon.alg.fasta.phy"	"298:305"	"1"	"PCC_7502"
"13433_DnaJ_domain-containi...codon.alg.fasta.phy"	"41:48"	"1"	"JA-2-3Ba"
"11657_D-alanyl-D-alanine_c...codon.alg.fasta.phy"	"1547:1554"	"1"	"PCC_7336"
"12159_coaE.codon.alg.fasta.phy"	"164:171"	"1"	"PCC_7502"
