102_TolC_family_protein.faa	ID:WP_015157608.1,ID:WP_015159145.1,ID:WP_232432261.1,ID:WP_015328760.1,ID:WP_015329070.1,	-	-	-	-	-	-	-	-	-	-	
103_hypothetical_protein.faa	ID:WP_015157609.1,	-	-	-	-	-	-	-	-	-	-	
104_ABC_transporter_ATP-...faa	ID:WP_015157610.1,	-	-	-	-	-	-	-	-	-	-	
105_acyl_carrier_protein...faa	ID:WP_015157611.1,	-	-	-	-	-	-	-	-	ID:WP_015192819.1,	ID:WP_096379986.1,	
106_aldo-keto_reductase.faa	ID:WP_015157612.1,	-	-	-	-	-	-	-	-	ID:WP_015192361.1,	ID:WP_096384001.1,	
107_Uma2_family_endonucl...faa	ID:WP_015157613.1,	-	-	-	-	-	-	-	-	-	-	
108_Uma2_family_endonucl...faa	ID:WP_015157614.1,ID:WP_015162313.1,	-	ID:WP_015218289.1,	-	-	ID:WP_017296175.1,	ID:WP_231933027.1,	ID:WP_231937629.1,ID:WP_071828051.1,ID:WP_060833034.1,	ID:WP_015227264.1,ID:WP_015227561.1,ID:WP_015227562.1,	ID:WP_015212003.1,	ID:WP_096388247.1,ID:WP_096381585.1,	
110_DUF4291_family_prote...faa	ID:WP_051038627.1,	-	-	-	-	-	-	-	-	-	-	
111_type_II_toxin-antito...faa	ID:WP_015157618.1,ID:WP_015158453.1,ID:WP_015159728.1,ID:WP_015161661.1,	ID:WP_096719371.1,	-	-	-	ID:WP_017292735.1,	-	-	-	-	-	
112_hypothetical_protein.faa	ID:WP_015157619.1,	ID:WP_096720433.1,	-	ID:WP_015229909.1,	-	-	-	-	ID:WP_015224330.1,	ID:WP_015192974.1,	ID:WP_096387769.1,	
113_saccharopine_dehydro...faa	ID:WP_015157620.1,	-	-	-	-	-	-	-	-	-	-	
115_PIN_domain-containin...faa	ID:WP_015157622.1,	-	-	-	-	-	-	-	-	-	-	
117_GNAT_family_N-acetyl...faa	ID:WP_015157624.1,ID:WP_015159484.1,	ID:WP_096718261.1,	-	ID:WP_051017376.1,	-	-	-	ID:WP_066117456.1,	ID:WP_015227047.1,	ID:WP_015194377.1,	ID:WP_096379526.1,	
118_nucleotidyltransfera...faa	ID:WP_015157625.1,	-	-	-	-	-	-	ID:WP_066115123.1,	-	-	-	
121_hypothetical_protein.faa	ID:WP_015157628.1,	ID:WP_096721843.1,	-	-	-	-	-	-	-	-	-	
122_glycosyltransferase_...faa	ID:WP_015157629.1,	ID:WP_096721067.1,	ID:WP_015218436.1,	-	-	ID:WP_026102185.1,	ID:WP_066343656.1,	ID:WP_066117319.1,	-	ID:WP_015195264.1,	ID:WP_096387955.1,	
125_methyl-accepting_che...faa	ID:WP_015157632.1,	ID:WP_096718586.1,	-	-	-	ID:WP_017295145.1,	ID:WP_066343046.1,	-	-	-	ID:WP_096381251.1,	
126_OmpA_family_protein.faa	ID:WP_015157633.1,	ID:WP_096718588.1,	-	-	-	-	ID:WP_066343031.1,	ID:WP_066121620.1,	-	-	ID:WP_096381255.1,	
127_hypothetical_protein.faa	ID:WP_015157634.1,	-	-	-	-	-	-	-	-	-	-	
129_transposase.faa	ID:WP_015157636.1,	ID:WP_096719367.1,	ID:WP_015219477.1,	-	-	ID:WP_017296214.1,	-	-	-	ID:WP_015195533.1,	ID:WP_096380955.1,	
133_MFS_transporter.faa	ID:WP_015157640.1,ID:WP_015159230.1,ID:WP_015328782.1,	-	-	-	-	-	-	-	-	-	-	
140_hypothetical_protein.faa	ID:WP_015157646.1,	-	-	-	-	-	-	-	-	-	-	
144_hypothetical_protein.faa	ID:WP_015157650.1,	ID:WP_096721002.1,	-	-	-	-	-	-	-	ID:WP_015195442.1,	ID:WP_096385402.1,	
146_hypothetical_protein.faa	ID:WP_157259689.1,	-	-	-	-	-	-	-	-	-	-	
148_cytidine_deaminase.faa	ID:WP_015157653.1,	ID:WP_096722701.1,	-	-	-	-	-	-	-	ID:WP_245562083.1,	ID:WP_096385799.1,	
150_hypothetical_protein.faa	ID:WP_157259691.1,	-	-	-	-	-	-	-	-	-	-	
152_hypothetical_protein.faa	ID:WP_015157657.1,ID:WP_015162608.1,	-	-	-	-	-	-	-	-	ID:WP_015192137.1,	ID:WP_096381744.1,	
153_M14_family_metallope...faa	ID:WP_015157658.1,	-	-	-	-	-	-	-	-	-	-	
154_hypothetical_protein.faa	ID:WP_015157659.1,	-	-	-	-	-	-	-	-	-	-	
156_hypothetical_protein.faa	ID:WP_041547397.1,	-	-	-	-	-	-	-	-	-	-	
159_MGMT_family_protein.faa	ID:WP_015157664.1,	-	-	-	-	-	-	-	-	-	-	
163_hypothetical_protein.faa	ID:WP_041547399.1,	-	-	-	-	-	-	-	-	-	-	
166_ankyrin_repeat_domai...faa	ID:WP_015157670.1,	-	-	-	-	ID:WP_017295261.1,	ID:WP_066349444.1,	ID:WP_066119831.1,	-	ID:WP_015193346.1,	ID:WP_096387823.1,	
167_hypothetical_protein.faa	ID:WP_015157671.1,	-	-	-	-	-	-	-	-	-	-	
168_DUF1822_family_prote...faa	ID:WP_015157672.1,ID:WP_015159422.1,	-	ID:WP_015221157.1,	-	-	ID:WP_237741227.1,ID:WP_017295843.1,	ID:WP_066343619.1,	ID:WP_066121729.1,	ID:WP_015224151.1,	-	-	
169_ABC_transporter_subs...faa	ID:WP_015157673.1,	-	-	-	-	-	-	-	-	-	-	
173_hypothetical_protein.faa	ID:WP_157259693.1,	-	-	-	-	-	-	-	-	-	-	
174_hypothetical_protein.faa	ID:WP_015157678.1,ID:WP_015159363.1,	-	-	-	-	-	-	-	-	-	-	
175_ATP-grasp_domain-con...faa	ID:WP_015157679.1,ID:WP_015160563.1,ID:WP_015160564.1,	-	-	-	-	-	-	-	-	-	-	
176_hypothetical_protein.faa	ID:WP_157259695.1,	-	-	-	-	-	-	-	-	-	-	
177_COP23_domain-contain...faa	ID:WP_015157681.1,	-	-	-	-	-	-	-	-	-	-	
178_bcp.faa	ID:WP_015157682.1,	-	-	-	-	-	-	-	-	ID:WP_015195535.1,	ID:WP_096384795.1,	
181_purT.faa	ID:WP_015157685.1,	ID:WP_096723122.1,	-	-	-	-	-	-	-	ID:WP_015193186.1,	ID:WP_096384759.1,	
182_hypothetical_protein.faa	ID:WP_015157686.1,	-	-	-	-	-	-	-	-	-	-	
183_hypothetical_protein.faa	ID:WP_157259697.1,	-	-	-	-	-	-	-	-	-	-	
186_dienelactone_hydrola...faa	ID:WP_015157689.1,	-	-	-	-	-	-	-	-	ID:WP_015192008.1,	ID:WP_096379892.1,	
189_helix-turn-helix_dom...faa	ID:WP_041547411.1,ID:WP_041547411.1,ID:WP_041547411.1,ID:WP_041547833.1,ID:WP_041547411.1,ID:WP_041547411.1,	-	-	-	-	-	-	-	-	-	-	
190_macro_domain-contain...faa	ID:WP_015157692.1,	-	-	-	-	-	-	-	-	-	-	
192_GNAT_family_N-acetyl...faa	ID:WP_015157694.1,	-	-	-	-	-	-	-	-	-	-	
193_hypothetical_protein.faa	ID:WP_015157695.1,	-	-	-	-	-	-	-	-	-	-	
194_DUF5724_domain-conta...faa	ID:WP_015157696.1,	-	-	-	-	-	-	-	-	-	-	
195_pentapeptide_repeat-...faa	ID:WP_015157697.1,	-	-	-	-	-	-	-	-	-	-	
196_hypothetical_protein.faa	ID:WP_015157698.1,	-	-	-	-	-	-	-	-	-	-	
197_type_II_toxin-antito...faa	ID:WP_015157699.1,ID:WP_015160881.1,	ID:WP_096717453.1,	-	ID:WP_015230674.1,	-	ID:WP_017292853.1,ID:WP_017294385.1,	-	ID:WP_066116556.1,	ID:WP_015225391.1,	ID:WP_015195583.1,	-	
198_DUF104_domain-contai...faa	ID:WP_015157700.1,	-	-	-	-	-	-	-	-	-	-	
199_hypothetical_protein.faa	ID:WP_015157701.1,	-	-	-	-	-	-	-	-	-	-	
201_DUF433_domain-contai...faa	ID:WP_015157703.1,ID:WP_015157705.1,	-	-	-	-	-	-	-	-	-	-	
202_type_II_toxin-antito...faa	ID:WP_015157704.1,	-	-	-	-	ID:WP_017293627.1,	-	-	-	-	-	
205_hypothetical_protein.faa	ID:WP_015157707.1,	-	-	-	-	-	-	-	-	-	-	
207_hypothetical_protein.faa	ID:WP_157259701.1,	-	-	-	-	-	-	-	-	-	-	
210_hypothetical_protein.faa	ID:WP_015157712.1,	-	-	-	-	-	-	-	-	-	-	
212_ferritin-like_domain...faa	ID:WP_015157714.1,	-	-	-	-	-	-	-	-	ID:WP_015194372.1,	ID:WP_096379516.1,	
213_tetratricopeptide_re...faa	ID:WP_015157715.1,	-	-	-	-	-	-	-	-	ID:WP_015192504.1,	ID:WP_096380608.1,	
215_hypothetical_protein.faa	ID:WP_015157717.1,	-	-	-	-	-	-	-	-	-	-	
219_hypothetical_protein.faa	ID:WP_157259703.1,	-	-	-	-	-	-	-	-	-	-	
221_DUF433_domain-contai...faa	ID:WP_015157723.1,	-	-	-	-	-	-	-	-	-	-	
228_alpha-beta_hydrolase.faa	ID:WP_015157731.1,	-	-	-	-	-	-	-	-	-	-	
230_hypothetical_protein.faa	ID:WP_015157733.1,	-	-	-	-	ID:WP_017295142.1,	-	-	-	ID:WP_015195469.1,	ID:WP_096385668.1,	
231_hypothetical_protein.faa	ID:WP_015157734.1,	-	-	-	-	-	-	-	-	-	-	
232_calcium-binding_prot...faa	ID:WP_015157735.1,	-	-	-	-	-	-	-	-	-	-	
233_AraC_family_transcri...faa	ID:WP_015157736.1,ID:WP_015158830.1,	ID:WP_096719635.1,	ID:WP_015220371.1,	-	-	-	-	-	-	ID:WP_015194241.1,	ID:WP_096380260.1,	
234_hypothetical_protein.faa	ID:WP_157259705.1,	-	-	-	-	-	-	-	-	-	-	
235_DUF4351_domain-conta...faa	ID:WP_015157737.1,ID:WP_015158373.1,ID:WP_015159631.1,	-	-	-	-	-	-	-	-	-	-	
236_RNA_ligase_family_pr...faa	ID:WP_198288414.1,	-	-	-	-	-	-	-	-	-	-	
237_hypothetical_protein.faa	ID:WP_157259707.1,	-	-	-	-	-	-	-	-	-	-	
238_AAA_family_ATPase.faa	ID:WP_015157740.1,	-	-	-	-	-	-	-	-	-	-	
239_RNA_repair_domain-co...faa	ID:WP_015157741.1,	-	-	-	-	-	-	-	-	-	-	
242_hypothetical_protein.faa	ID:WP_015157744.1,	-	-	-	-	-	-	-	-	-	-	
245_ATP-binding_protein.faa	ID:WP_015157747.1,	ID:WP_096719260.1,	ID:WP_041922546.1,	-	-	ID:WP_237741248.1,	ID:WP_231933123.1,	ID:WP_066116014.1,	-	ID:WP_015192201.1,	ID:WP_096384133.1,	
247_hypothetical_protein.faa	ID:WP_015157749.1,	-	-	-	-	-	-	-	-	-	-	
248_hypothetical_protein.faa	ID:WP_157259709.1,	-	-	-	-	-	-	-	-	-	-	
250_glutathione_peroxida...faa	ID:WP_015157751.1,	-	-	-	-	-	-	-	-	ID:WP_041619819.1,	-	
251_cobalt-precorrin-6A_...faa	ID:WP_015157752.1,	ID:WP_096718413.1,	-	-	-	-	ID:WP_066344740.1,	-	-	ID:WP_015191370.1,	ID:WP_096384283.1,	
252_hypothetical_protein.faa	ID:WP_015157753.1,	-	-	-	-	-	-	-	-	-	-	
253_S-layer_homology_dom...faa	ID:WP_015157754.1,	-	-	-	-	-	-	-	-	-	-	
256_GntR_family_transcri...faa	ID:WP_015157757.1,	-	-	-	-	-	-	-	-	-	-	
263_hypothetical_protein.faa	ID:WP_041547424.1,	-	-	-	-	-	-	-	-	-	-	
264_hypothetical_protein.faa	ID:WP_015157764.1,	-	-	-	-	-	-	-	-	-	-	
266_ribbon-helix-helix_p...faa	ID:WP_015157766.1,ID:WP_015161962.1,ID:WP_086936273.1,	ID:WP_096724091.1,	-	-	-	-	-	-	ID:WP_015224771.1,ID:WP_015224771.1,	-	-	
272_hypothetical_protein.faa	ID:WP_015157774.1,ID:WP_015161583.1,	-	-	-	-	-	-	-	-	-	-	
273_hypothetical_protein.faa	ID:WP_157259711.1,	-	-	-	-	-	-	-	-	-	-	
277_hypothetical_protein.faa	ID:WP_015157781.1,	-	-	-	-	-	-	-	-	-	-	
281_hypothetical_protein.faa	ID:WP_041547430.1,	-	-	-	-	-	-	-	-	-	-	
282_WD40_repeat_domain-c...faa	ID:WP_015157786.1,	-	ID:WP_241212806.1,	-	-	ID:WP_158412748.1,	ID:WP_066348476.1,	ID:WP_231937547.1,	-	-	-	
285_transposase_family_p...faa	ID:WP_015157789.1,ID:WP_015157789.1,ID:WP_015157789.1,ID:WP_015157789.1,ID:WP_015157789.1,ID:WP_015157789.1,	ID:WP_096724645.1,	-	-	-	-	-	ID:WP_066119803.1,	-	-	ID:WP_096382962.1,ID:WP_096382962.1,ID:WP_096382962.1,ID:WP_096382962.1,	
286_AAA_family_ATPase.faa	ID:WP_015157790.1,	-	-	-	-	-	-	-	-	ID:WP_015193796.1,	ID:WP_096382317.1,	
289_hypothetical_protein.faa	ID:WP_157259713.1,	-	-	-	-	-	-	-	-	-	-	
291_glycosyltransferase_...faa	ID:WP_015157794.1,	-	ID:WP_190275012.1,	-	-	-	-	-	-	ID:WP_015193083.1,	ID:WP_096379668.1,	
292_glycosyltransferase_...faa	ID:WP_015157795.1,	ID:WP_096717250.1,ID:WP_096718812.1,	-	-	-	-	ID:WP_066348886.1,	-	-	-	-	
293_glycosyltransferase.faa	ID:WP_015157796.1,	-	-	-	-	-	-	-	-	-	-	
295_glycosyltransferase.faa	ID:WP_015157798.1,	-	-	-	-	-	-	-	-	-	-	
296_DegT-DnrJ-EryC1-StrS...faa	ID:WP_015157799.1,	-	-	-	-	-	-	-	-	-	-	
297_FdtA-QdtA_family_cup...faa	ID:WP_015157800.1,	-	-	-	-	-	-	-	-	-	-	
298_acyltransferase.faa	ID:WP_086936146.1,	-	-	-	-	-	-	-	-	-	-	
299_N-acetyltransferase.faa	ID:WP_015157802.1,	-	-	-	-	-	-	-	-	-	-	
303_ureE.faa	ID:WP_232432159.1,	-	ID:WP_015218311.1,	-	-	ID:WP_017296329.1,	ID:WP_066348243.1,	ID:WP_066116572.1,	ID:WP_015225574.1,	ID:WP_015195125.1,	ID:WP_096385244.1,	
305_rpsF.faa	ID:WP_232432263.1,	-	-	-	-	-	-	-	-	-	-	
306_fatty_acid_desaturas...faa	ID:WP_198288415.1,ID:WP_015161542.1,ID:WP_232432146.1,	-	ID:WP_051018162.1,ID:WP_150108965.1,	-	-	ID:WP_144051471.1,	ID:WP_066345767.1,	ID:WP_066119572.1,	-	-	-	
308_pentapeptide_repeat-...faa	ID:WP_015157812.1,	-	-	-	-	-	-	-	-	-	-	
310_hypothetical_protein.faa	ID:WP_015157814.1,	-	-	ID:WP_015228542.1,	-	-	ID:WP_173644999.1,	-	-	-	ID:WP_096384189.1,	
311_hypothetical_protein.faa	ID:WP_015157815.1,	-	-	ID:WP_015227948.1,ID:WP_015230708.1,	-	ID:WP_017292793.1,	ID:WP_066345267.1,	ID:WP_231937586.1,	-	-	ID:WP_096384188.1,	
322_PPC_domain-containin...faa	ID:WP_015157826.1,	ID:WP_096721867.1,	ID:WP_083887285.1,	ID:WP_015229480.1,	-	ID:WP_017296321.1,	ID:WP_066344702.1,	ID:WP_066120683.1,	ID:WP_015227702.1,	ID:WP_015192376.1,	ID:WP_096383907.1,	
323_lspA.faa	ID:WP_015157827.1,	-	-	-	-	-	-	-	-	-	-	
327_tetratricopeptide_re...faa	ID:WP_015157831.1,ID:WP_015160970.1,	-	-	-	-	-	-	-	-	-	-	
329_hypothetical_protein.faa	ID:WP_157259715.1,	-	-	-	-	-	-	-	-	-	-	
330_hypothetical_protein.faa	ID:WP_015157833.1,	-	-	-	-	-	-	-	-	-	-	
331_DegT-DnrJ-EryC1-StrS...faa	ID:WP_086936148.1,	-	-	-	-	-	-	-	-	-	-	
333_DegT-DnrJ-EryC1-StrS...faa	ID:WP_232432161.1,	-	-	-	-	-	-	-	-	-	-	
334_methyltransferase-_T...faa	ID:WP_015157834.1,	-	-	-	-	-	-	-	-	-	-	
335_class_I_SAM-dependen...faa	ID:WP_015157835.1,	-	-	-	-	-	-	-	-	-	-	
336_glycosyltransferase_...faa	ID:WP_015157836.1,	-	-	-	-	-	-	-	-	-	-	
339_hypothetical_protein.faa	ID:WP_157259719.1,	-	-	-	-	-	-	-	-	-	-	
341_AAA-like_domain-cont...faa	ID:WP_015157840.1,	-	-	-	-	-	-	-	-	-	-	
342_AAA-like_domain-cont...faa	ID:WP_015157841.1,	-	-	-	-	-	-	-	-	-	-	
343_aspartoacylase.faa	ID:WP_015157842.1,	-	-	-	-	-	-	-	-	-	-	
345_hypothetical_protein.faa	ID:WP_015157844.1,	-	-	-	-	-	-	-	-	-	-	
346_hypothetical_protein.faa	ID:WP_041547442.1,	-	-	-	-	-	-	-	-	-	-	
348_ppk2.faa	ID:WP_232432162.1,	ID:WP_096718754.1,	-	-	-	ID:WP_017293612.1,	ID:WP_066349300.1,	-	-	-	ID:WP_096384523.1,	
349_glutamine_synthetase...faa	ID:WP_015157847.1,ID:WP_015162256.1,	ID:WP_096718935.1,	ID:WP_015220309.1,	-	-	ID:WP_017295534.1,	ID:WP_066345877.1,	ID:WP_066118561.1,	ID:WP_015224511.1,	-	ID:WP_096383583.1,	
351_IMS_domain-containin...faa	ID:WP_015157849.1,	-	-	-	-	ID:WP_017293666.1,	-	-	-	-	-	
352_ATP-binding_cassette...faa	ID:WP_015157850.1,ID:WP_015159769.1,ID:WP_015328703.1,	ID:WP_096718392.1,	ID:WP_015220495.1,	ID:WP_015230798.1,	-	ID:WP_017292816.1,	ID:WP_066347934.1,	ID:WP_066120734.1,	-	ID:WP_015191403.1,	ID:WP_096383634.1,	
353_hypothetical_protein.faa	ID:WP_015157851.1,	-	-	-	-	-	-	-	-	-	-	
354_hypothetical_protein.faa	ID:WP_015157852.1,ID:WP_015159618.1,ID:WP_015162278.1,	-	-	-	-	-	-	-	-	-	-	
357_hypothetical_protein.faa	ID:WP_015157855.1,	-	-	-	-	-	-	-	-	-	-	
359_sugar_ABC_transporte...faa	ID:WP_015157857.1,	-	-	-	-	-	-	-	-	-	-	
360_sugar_ABC_transporte...faa	ID:WP_015157858.1,	-	-	-	-	-	-	-	-	-	-	
361_HEAT_repeat_domain-c...faa	ID:WP_015157859.1,	-	-	-	-	-	-	-	-	-	-	
362_Uma2_family_endonucl...faa	ID:WP_232432163.1,	-	-	-	-	-	-	-	-	-	-	
363_carbohydrate_ABC_tra...faa	ID:WP_015157861.1,	-	-	-	-	-	-	-	-	-	-	
364_ugpC.faa	ID:WP_015157862.1,	-	-	-	-	-	-	-	-	-	-	
367_DUF4332_domain-conta...faa	ID:WP_015157865.1,	-	ID:WP_015220129.1,	ID:WP_041235651.1,	-	ID:WP_017295230.1,	ID:WP_066342830.1,	ID:WP_066117294.1,	ID:WP_015225444.1,	ID:WP_041619837.1,	ID:WP_096384713.1,	
369_Uma2_family_endonucl...faa	ID:WP_041547446.1,	-	-	-	-	-	-	-	-	-	-	
371_hypothetical_protein.faa	ID:WP_015157868.1,	ID:WP_096717111.1,	-	ID:WP_015230774.1,	-	-	-	-	ID:WP_015224976.1,	ID:WP_015191659.1,	ID:WP_096387608.1,	
376_hypothetical_protein.faa	ID:WP_015157873.1,	-	-	-	-	-	-	-	-	-	-	
377_DUF4351_domain-conta...faa	ID:WP_041547451.1,	-	-	-	-	-	-	-	-	-	-	
378_ATP-grasp_domain-con...faa	ID:WP_015157875.1,	-	-	-	-	-	-	-	-	-	-	
379_hypothetical_protein.faa	ID:WP_041547453.1,	-	-	-	-	-	-	-	-	-	-	
