OG0000017	WP_012954021.1	WP_009544297.1, WP_009544298.1, WP_009544307.1, WP_009546394.1, WP_009546399.1, WP_009546408.1, WP_009546409.1, WP_009547633.1	WP_012594218.1, WP_012595624.1	WP_229636979.1	WP_044106804.1	WP_119260749.1
OG0000018	WP_012954371.1, WP_041487851.1	WP_009543558.1, WP_009545518.1, WP_009545725.1, WP_009547092.1	WP_012594879.1, WP_012596839.1	WP_229637064.1, WP_229637316.1	WP_044105505.1, WP_084220214.1	WP_119260137.1, WP_119261003.1
OG0000019	WP_012954465.1, WP_012954511.1	WP_009544094.1, WP_009544187.1, WP_009545025.1, WP_009545922.1	WP_012595938.1, WP_012596598.1	WP_040054889.1, WP_229637377.1	WP_044105906.1, WP_044106759.1	WP_119259544.1, WP_119260781.1
OG0000020	WP_012954493.1, WP_012954617.1	WP_009543905.1, WP_009544175.1, WP_009545807.1	WP_012593861.1, WP_012594334.1, WP_012597235.1	WP_040054446.1, WP_229637398.1	WP_044106105.1, WP_044106868.1	WP_119259726.1, WP_119260686.1
OG0000021		WP_009543531.1, WP_009544613.1, WP_009545115.1, WP_009545938.1, WP_009547079.1, WP_009547190.1	WP_012594457.1, WP_012594692.1, WP_012595020.1, WP_012595206.1, WP_012595443.1, WP_012596349.1		WP_232509851.1	WP_119259805.1
OG0000022			WP_012595154.1, WP_012595436.1, WP_012596270.1, WP_012596272.1, WP_012596273.1, WP_012596274.1, WP_012596275.1, WP_012596276.1, WP_012596277.1, WP_012596901.1, WP_012596902.1, WP_012596903.1, WP_012596904.1, WP_241392682.1			
OG0000023	WP_012953663.1, WP_012953903.1	WP_009543540.1, WP_009544544.1	WP_012594459.1, WP_012594825.1, WP_012596735.1	WP_229636896.1, WP_229637634.1	WP_044106195.1, WP_044106752.1	WP_172582091.1, WP_232014562.1
OG0000024	WP_012953822.1, WP_012954203.1	WP_009543829.1, WP_009545850.1	WP_012594128.1, WP_012594673.1, WP_012594863.1	WP_229636849.1, WP_229637201.1	WP_044106831.1, WP_044107440.1	WP_119260198.1, WP_119260719.1
OG0000025	WP_012954012.1, WP_012954605.1	WP_009544409.1, WP_009544410.1, WP_243397415.1	WP_012594546.1, WP_241392701.1	WP_040054455.1, WP_040054938.1	WP_044106482.1, WP_232509920.1	WP_119260007.1, WP_232014617.1
OG0000026	WP_012954473.1, WP_012954492.1	WP_009544174.1, WP_009544392.1, WP_009547952.1	WP_012594333.1, WP_012596082.1	WP_040054535.1, WP_229637397.1	WP_044106869.1, WP_044107610.1	WP_119260046.1, WP_119260685.1
OG0000027	WP_012954599.1	WP_009544965.1, WP_009545244.1, WP_009545893.1	WP_012595814.1, WP_012596303.1	WP_040054460.1	WP_044105464.1, WP_044106355.1, WP_044106434.1	WP_119259917.1, WP_119259976.1, WP_119260154.1
OG0000028		WP_009543113.1, WP_009543656.1, WP_009545644.1, WP_009547421.1	WP_012593398.1, WP_012593729.1, WP_012593824.1, WP_012594698.1, WP_012596022.1, WP_012596113.1, WP_012596671.1, WP_012596679.1, WP_012596680.1			
OG0000029	WP_012953539.1, WP_012953989.1	WP_009544464.1, WP_009547491.1	WP_012594738.1, WP_012595625.1	WP_229636955.1, WP_229637558.1	WP_044106393.1, WP_044106819.1	WP_119259947.1, WP_119260733.1
OG0000030	WP_012953557.1, WP_012954379.1	WP_009546539.1, WP_182670728.1	WP_012593771.1, WP_012597010.1	WP_040054617.1, WP_040054680.1	WP_044106349.1, WP_084220174.1	WP_119259648.1, WP_119259909.1
OG0000031	WP_012953575.1, WP_012953713.1	WP_008276079.1, WP_009544101.1, WP_009546171.1	WP_012594308.1, WP_012596199.1	WP_040054966.1	WP_044106353.1, WP_044106866.1	WP_119259913.1, WP_119260688.1
OG0000032	WP_012953697.1, WP_012954150.1	WP_009543349.1, WP_009547073.1	WP_012596416.1, WP_012597073.1	WP_040054980.1, WP_229637118.1	WP_044106634.1, WP_232509865.1	WP_119260872.1, WP_119260873.1
OG0000033	WP_012953707.1, WP_012953739.1	WP_009543405.1, WP_009543543.1	WP_012593929.1, WP_012594695.1	WP_229637658.1, WP_229637681.1	WP_044106073.1, WP_044107314.1	WP_119259703.1, WP_119260305.1
OG0000034	WP_012953804.1, WP_012954134.1	WP_009544164.1, WP_009545495.1	WP_012594532.1, WP_012596119.1	WP_040054706.1, WP_229636836.1	WP_044106690.1, WP_044107155.1	WP_119260434.1, WP_119260826.1
OG0000035	WP_012953848.1, WP_236608143.1	WP_009545414.1, WP_009546455.1	WP_012593750.1, WP_241392715.1	WP_229636860.1, WP_229637715.1	WP_044106970.1, WP_052470624.1, WP_171816400.1	WP_119260594.1
OG0000036	WP_012953897.1, WP_012954303.1	WP_009545829.1, WP_049769499.1	WP_012595422.1, WP_203427679.1	WP_229636891.1, WP_229637270.1	WP_044105840.1, WP_044107593.1	WP_119259478.1, WP_119260939.1
OG0000037	WP_012953946.1, WP_012954143.1	WP_007307443.1, WP_009547754.1	WP_012594303.1, WP_012596483.1	WP_012953946.1, WP_229637109.1	WP_012596483.1, WP_044106680.1	WP_012596483.1, WP_044106680.1
OG0000038	WP_012954152.1, WP_012954490.1	WP_009545219.1, WP_009547281.1	WP_012593581.1, WP_015785396.1	WP_229637120.1, WP_229637395.1	WP_044106151.1, WP_044106330.1	WP_119259763.1, WP_119259891.1
OG0000039	WP_041487756.1	WP_009544652.1, WP_009544717.1, WP_009544893.1, WP_009545237.1, WP_009546719.1, WP_009547831.1	WP_015785241.1, WP_241392603.1	WP_229637186.1	WP_044107707.1	WP_119260189.1
OG0000040		WP_009543417.1, WP_009544218.1, WP_009545833.1	WP_012593472.1, WP_012593840.1, WP_012594707.1, WP_012595367.1, WP_012595735.1, WP_012595811.1, WP_012596828.1, WP_012597005.1, WP_041229667.1			
OG0000041		WP_009546273.1, WP_009546293.1, WP_009546473.1, WP_009547254.1, WP_009547298.1, WP_009547685.1, WP_009548013.1, WP_243397422.1, WP_243397444.1	WP_012595278.1, WP_012595716.1, WP_203427736.1			
OG0000042	WP_012953591.1, WP_012954383.1	WP_009543334.1, WP_009544391.1	WP_012594469.1, WP_015785216.1	WP_040055095.1, WP_229637328.1	WP_044107488.1	WP_119259761.1, WP_119260165.1
OG0000043	WP_012953735.1	WP_008274085.1, WP_009544347.1, WP_009545253.1, WP_009545483.1, WP_009546417.1	WP_012594033.1, WP_012594202.1	WP_229637679.1	WP_044106218.1	WP_119259814.1
OG0000044	WP_012954151.1	WP_009546633.1, WP_009547284.1	WP_012594479.1, WP_012595098.1, WP_015785270.1	WP_040055050.1	WP_044107036.1, WP_044107433.1	WP_119260205.1, WP_119260541.1
OG0000045	WP_012954240.1, WP_041487776.1	WP_009543824.1, WP_009545594.1	WP_012594097.1, WP_012594193.1	WP_229637225.1	WP_044107656.1, WP_171816403.1	WP_119260072.1, WP_119260647.1
OG0000046	WP_012954346.1	WP_009545012.1, WP_009545315.1, WP_009546811.1, WP_009548031.1, WP_041231900.1	WP_012595612.1, WP_015785163.1	WP_040054829.1	WP_044106148.1	WP_119259760.1
OG0000047	WP_012954451.1	WP_009545628.1, WP_009545962.1, WP_009546220.1	WP_012593998.1, WP_012595503.1	WP_229637368.1	WP_044106383.1, WP_232509866.1	WP_119259935.1, WP_232014522.1
OG0000048	WP_012954519.1, WP_012954563.1	WP_009544711.1, WP_156922850.1	WP_012594781.1, WP_012595429.1	WP_229637417.1	WP_044106080.1, WP_044107351.1	WP_119259709.1, WP_232014479.1
OG0000049		WP_009543434.1, WP_009546961.1, WP_024750405.1	WP_012594467.1, WP_012595669.1, WP_012597189.1		WP_044105832.1, WP_044107456.1, WP_084220185.1	WP_119259473.1, WP_119260187.1
OG0000050		WP_009543594.1, WP_009544397.1, WP_009545716.1	WP_012594059.1, WP_012594556.1, WP_012595165.1, WP_012595167.1, WP_012595169.1, WP_012596220.1, WP_012596225.1, WP_241392704.1			
OG0000051		WP_009543646.1, WP_009544015.1, WP_009544930.1, WP_009545120.1, WP_009547230.1, WP_243397385.1	WP_012594612.1, WP_012594685.1, WP_012595388.1		WP_044106406.1	WP_119259958.1
OG0000052		WP_009543860.1, WP_009547010.1, WP_009547817.1	WP_012593531.1, WP_012594712.1, WP_012595297.1, WP_012595445.1, WP_012596908.1, WP_012596942.1, WP_041229612.1, WP_241392681.1			
OG0000053		WP_009544229.1, WP_009544274.1, WP_009544453.1, WP_009545085.1, WP_009546702.1, WP_009547076.1, WP_009547881.1, WP_071818212.1	WP_012596905.1, WP_012597229.1			WP_145961882.1
OG0000054		WP_009544400.1, WP_009547311.1	WP_012593025.1, WP_012593557.1, WP_012593591.1, WP_012594195.1, WP_012596204.1, WP_012596738.1, WP_012597288.1, WP_015785293.1, WP_071819095.1			
OG0000055		WP_009544805.1, WP_009544806.1, WP_012361543.1, WP_012361544.1, WP_243397419.1	WP_012593072.1, WP_012596146.1, WP_012596626.1, WP_012596627.1, WP_012597200.1, WP_015957339.1			
OG0000056		WP_009545053.1	WP_012594983.1, WP_012595520.1, WP_012596233.1, WP_012596242.1, WP_012597145.1, WP_049769533.1, WP_049769534.1, WP_241392558.1, WP_241392559.1, WP_241392712.1			
OG0000057		WP_009546951.1	WP_012593542.1, WP_012593754.1, WP_012594655.1, WP_012594743.1, WP_012596752.1, WP_012597042.1, WP_041229572.1, WP_049769527.1, WP_071819081.1, WP_241392638.1			
OG0000058		WP_009547252.1, WP_009547830.1, WP_243397351.1	WP_012593436.1, WP_012593859.1, WP_012594900.1, WP_012596407.1, WP_015785257.1, WP_203427677.1, WP_241392601.1, WP_241392671.1			
OG0000059	WP_012953458.1, WP_012954288.1	WP_009546769.1, WP_243397436.1	WP_012595567.1	WP_040054316.1, WP_229637507.1	WP_232509915.1	WP_119259574.1, WP_119260833.1
OG0000060	WP_012953512.1, WP_012954208.1	WP_009544463.1, WP_009545902.1	WP_012593905.1, WP_012596047.1	WP_040054387.1, WP_040054640.1		WP_119260710.1, WP_119260862.1
OG0000061	WP_012953752.1, WP_012953763.1	WP_009544919.1, WP_009545207.1	WP_012594290.1, WP_015957341.1	WP_229636765.1, WP_229636775.1	WP_044107080.1	WP_119260502.1
OG0000062	WP_012954326.1	WP_009544184.1, WP_009545768.1	WP_012595942.1, WP_015957441.1	WP_229637285.1	WP_044105515.1, WP_044106103.1	WP_119259725.1, WP_119260134.1
OG0000063	WP_041487853.1	WP_009543178.1, WP_009546048.1	WP_012595665.1, WP_012597266.1	WP_229637071.1	WP_044105722.1, WP_044106673.1	WP_119259384.1, WP_119260837.1
OG0000064	WP_148207785.1	WP_009545160.1, WP_009546575.1	WP_012595400.1, WP_015785140.1	WP_229637737.1	WP_044105622.1, WP_044106748.1	WP_119259307.1, WP_119260791.1
OG0000065		WP_008274631.1, WP_009544824.1, WP_009545353.1, WP_009545419.1, WP_009546761.1	WP_012593440.1, WP_012594577.1, WP_012596453.1, WP_012597057.1			WP_172582041.1
OG0000066		WP_009543477.1, WP_009546197.1, WP_009546229.1, WP_009546924.1, WP_009546986.1, WP_009547810.1, WP_012362595.1	WP_012594887.1, WP_241392543.1, WP_241392544.1			
OG0000067		WP_009543661.1, WP_009543858.1, WP_009543978.1, WP_009544236.1, WP_009546317.1, WP_009547055.1	WP_012595170.1, WP_012595364.1, WP_012595963.1, WP_157861311.1			
OG0000068		WP_009544263.1, WP_009544264.1, WP_009544265.1, WP_009544439.1, WP_009545348.1, WP_009546891.1			WP_044105711.1, WP_052470597.1	WP_119259374.1, WP_119260142.1
OG0000069		WP_009545277.1, WP_009545451.1, WP_009546054.1, WP_009547130.1, WP_009547273.1	WP_012594746.1, WP_012596746.1, WP_012596747.1, WP_012596888.1, WP_015957318.1			
OG0000070	WP_012953446.1	WP_009545228.1, WP_009546884.1	WP_012595002.1, WP_012595832.1	WP_229637501.1	WP_044105531.1	WP_119260128.1, WP_119260379.1
OG0000071	WP_012953550.1	WP_009543458.1, WP_009544309.1	WP_012595988.1, WP_012596454.1, WP_012596462.1	WP_229637566.1	WP_044105992.1	WP_119259630.1
OG0000072	WP_012953641.1	WP_009544486.1, WP_009545800.1, WP_024750314.1	WP_012597036.1, WP_203427683.1	WP_229637620.1	WP_171816376.1	WP_172582111.1
OG0000073	WP_012953881.1	WP_009543817.1, WP_009545423.1, WP_009547813.1, WP_024750374.1	WP_012596709.1	WP_229636879.1	WP_044106761.1	WP_119260779.1
OG0000074	WP_012953945.1	WP_009543919.1, WP_009544599.1, WP_009545084.1, WP_009547757.1	WP_012594005.1	WP_229636926.1	WP_044107238.1	WP_119260366.1
OG0000075	WP_012954131.1	WP_009546130.1, WP_009547013.1	WP_012595329.1, WP_012595418.1	WP_229637097.1	WP_044105525.1	WP_232014463.1, WP_232014543.1
OG0000076	WP_012954166.1, WP_012954174.1	WP_009545469.1	WP_012594955.1, WP_012596716.1	WP_229637162.1, WP_229637729.1	WP_044105599.1	WP_119259287.1
OG0000077	WP_012954197.1	WP_009546465.1, WP_009546594.1, WP_009546603.1, WP_009546604.1, WP_243397404.1	WP_012593430.1, WP_012593761.1	WP_229637193.1		
OG0000078	WP_012954199.1	WP_009544239.1, WP_009546463.1	WP_012593764.1	WP_229637197.1	WP_044106473.1, WP_044106475.1	WP_172582033.1, WP_232014580.1
OG0000079	WP_012954251.1	WP_009544943.1, WP_009547426.1	WP_012593427.1, WP_012594259.1, WP_015957296.1	WP_229637235.1	WP_044107249.1	WP_119260352.1
OG0000080	WP_012954252.1, WP_012954536.1	WP_009543532.1, WP_009547423.1	WP_012595549.1, WP_012596919.1	WP_040054345.1, WP_229637431.1		WP_119259439.1
OG0000081	WP_236608128.1	WP_009543356.1, WP_009543644.1, WP_009546672.1, WP_009546820.1	WP_012594445.1	WP_229637409.1	WP_044105623.1	WP_119259308.1
OG0000082	WP_236608146.1	WP_009543051.1, WP_009543538.1, WP_009543863.1	WP_012593415.1, WP_012594042.1	WP_229636940.1	WP_044106137.1	WP_119259749.1
OG0000083		WP_009543054.1, WP_009543159.1, WP_009544456.1, WP_009547105.1, WP_009547309.1, WP_009547816.1	WP_012593529.1, WP_012593530.1, WP_012595014.1			
OG0000084		WP_009543057.1, WP_009544704.1, WP_009545013.1, WP_009546079.1, WP_009546477.1, WP_009547575.1, WP_009547577.1, WP_009547608.1	WP_012596252.1			
OG0000085		WP_009543122.1, WP_009543265.1, WP_009543598.1, WP_009546106.1, WP_009548026.1	WP_012594394.1, WP_012595699.1		WP_044105809.1	WP_119259447.1
OG0000086		WP_009543182.1, WP_009543518.1, WP_009544491.1, WP_009545554.1	WP_012594871.1, WP_012596684.1, WP_012596748.1, WP_012596847.1			WP_232014548.1
OG0000087		WP_009543279.1, WP_009543496.1, WP_009544767.1, WP_009545340.1, WP_009547664.1, WP_009547863.1, WP_012362048.1, WP_041231842.1	WP_012595470.1			
OG0000088		WP_009543355.1, WP_009545620.1, WP_009546994.1	WP_012593825.1, WP_012594728.1, WP_012595634.1		WP_044107501.1	WP_119259431.1, WP_119260172.1
OG0000089		WP_009543685.1, WP_009543689.1, WP_009545380.1, WP_012362679.1	WP_012594843.1, WP_012595022.1, WP_012596469.1, WP_012596776.1, WP_241392642.1			
OG0000090		WP_009544501.1, WP_009544941.1, WP_009546599.1, WP_009546850.1	WP_012594069.1, WP_012594496.1, WP_241392598.1		WP_044107366.1	WP_119260254.1
OG0000091		WP_009545788.1, WP_009546901.1, WP_009547812.1	WP_012594944.1, WP_012595255.1, WP_012595790.1, WP_012595876.1, WP_012596858.1, WP_157861298.1			
OG0000092			WP_012593755.1, WP_012594296.1, WP_012594425.1, WP_012594561.1, WP_012595210.1, WP_012596862.1, WP_012596940.1, WP_015783194.1, WP_083767392.1			
OG0000093			WP_012594054.1, WP_012594611.1, WP_012594987.1, WP_012595173.1, WP_012596492.1, WP_012596602.1, WP_012596870.1, WP_241392585.1, WP_241392586.1			
OG0000094	WP_012953567.1	WP_009544489.1, WP_009546681.1	WP_012594920.1, WP_041229691.1	WP_229637576.1	WP_044107173.1	WP_119260417.1
OG0000095	WP_012953632.1	WP_009544583.1, WP_009545286.1, WP_009545389.1	WP_012593703.1	WP_040054784.1	WP_044107534.1	WP_119259501.1
OG0000096	WP_012953805.1	WP_009543566.1, WP_009545816.1	WP_012597268.1, WP_015957414.1	WP_229636838.1	WP_044106710.1	WP_119260816.1
OG0000097	WP_012953824.1	WP_024750257.1, WP_035858004.1, WP_243397463.1	WP_015957364.1	WP_229636851.1	WP_044106411.1	WP_119259962.1
OG0000098	WP_012953857.1	WP_009545420.1, WP_009545511.1, WP_009547416.1	WP_012594114.1	WP_040054223.1	WP_044105757.1	WP_119259403.1
OG0000099	WP_012953879.1	WP_009547815.1	WP_012593637.1, WP_012595319.1, WP_241392626.1	WP_229636878.1	WP_044106161.1	WP_119259769.1
OG0000100	WP_012953948.1	WP_009543491.1, WP_009543504.1, WP_009547444.1	WP_015785162.1	WP_229636928.1	WP_044107613.1	WP_119260962.1
OG0000101	WP_012953951.1	WP_009545709.1, WP_009546167.1, WP_012362635.1	WP_012595482.1	WP_040055029.1	WP_044106542.1	WP_119260059.1
OG0000102	WP_012954016.1	WP_009546665.1	WP_012593820.1, WP_012594581.1, WP_041229573.1	WP_040054934.1	WP_044107007.1	WP_119260566.1
OG0000103	WP_012954081.1	WP_009543129.1, WP_243397358.1	WP_012594660.1, WP_012595522.1	WP_229637037.1	WP_044106544.1	WP_119260060.1
OG0000104	WP_012954094.1, WP_012954095.1	WP_009547111.1, WP_009547112.1	WP_015785086.1, WP_015785087.1	WP_040054740.1, WP_040054741.1		
OG0000105	WP_012954239.1	WP_009545168.1, WP_009545169.1	WP_012596178.1, WP_012596179.1	WP_040054356.1	WP_044105642.1	WP_119259327.1
OG0000106	WP_012954273.1	WP_009543261.1, WP_243397372.1	WP_012596108.1, WP_012596398.1	WP_229637252.1	WP_044106136.1	WP_119259748.1
OG0000107	WP_012954461.1	WP_009543713.1, WP_009546610.1	WP_012596485.1, WP_012596486.1	WP_229637374.1	WP_044106477.1	WP_119259999.1
OG0000108	WP_201763759.1	WP_009543548.1, WP_009543927.1, WP_009545363.1	WP_012596917.1	WP_229637437.1	WP_044105626.1	WP_119259312.1
OG0000109		WP_009543262.1, WP_009547028.1	WP_012594062.1, WP_012595559.1, WP_012595566.1, WP_012596399.1		WP_232509847.1	WP_119259747.1
OG0000110		WP_009543403.1, WP_009544804.1, WP_009545955.1, WP_009546533.1, WP_009546782.1	WP_012594082.1, WP_012594574.1, WP_015785261.1			
OG0000111		WP_009543585.1, WP_009546950.1, WP_009547702.1, WP_009547805.1, WP_024750299.1	WP_012597070.1, WP_015957408.1		WP_145972230.1	
OG0000112		WP_009543587.1, WP_009546618.1, WP_009546619.1, WP_009546800.1	WP_012595312.1, WP_012596343.1, WP_012596344.1			WP_119260748.1
OG0000113		WP_009543710.1, WP_009545822.1, WP_009547744.1, WP_243397460.1	WP_012594064.1, WP_012594108.1, WP_012594252.1, WP_012596123.1			
OG0000114		WP_009543800.1, WP_009544355.1, WP_009546209.1, WP_009546905.1, WP_009547531.1	WP_012593735.1, WP_012594615.1		WP_232509841.1	
OG0000115		WP_009543953.1, WP_009547711.1	WP_012594423.1, WP_012594424.1, WP_012594458.1, WP_012596696.1			WP_119259819.1, WP_172582026.1
OG0000116		WP_009544045.1, WP_009544980.1, WP_009546149.1	WP_012593408.1, WP_012593483.1, WP_012594539.1, WP_012597058.1, WP_015785186.1			
OG0000117		WP_009544075.1, WP_009544420.1, WP_009544899.1, WP_009546690.1, WP_009546694.1, WP_009547837.1	WP_012596804.1			WP_119260747.1
OG0000118		WP_009544406.1, WP_009544430.1, WP_009547559.1	WP_012595618.1, WP_012596620.1		WP_044106621.1	WP_172582004.1, WP_232014528.1
OG0000119		WP_009544418.1, WP_009545448.1, WP_009546985.1, WP_009547304.1	WP_012593942.1, WP_012594285.1, WP_012595797.1, WP_241392668.1			
OG0000120		WP_009544520.1, WP_009544855.1, WP_009546805.1	WP_012593997.1, WP_012594795.1, WP_012595917.1, WP_015957442.1			WP_119260135.1
OG0000121		WP_009544660.1, WP_009545748.1, WP_009547371.1	WP_012593078.1, WP_012594165.1, WP_012596055.1, WP_012596316.1		WP_232509924.1	
OG0000122		WP_009544727.1, WP_009545558.1, WP_009547249.1, WP_024750227.1	WP_012594586.1, WP_012596206.1, WP_015957367.1, WP_083767405.1			
OG0000123		WP_009544765.1, WP_009545522.1, WP_009546502.1, WP_009546692.1, WP_009547403.1, WP_243397410.1	WP_012593868.1, WP_012597061.1			
OG0000124		WP_009546928.1, WP_009547312.1, WP_009547870.1	WP_012593024.1, WP_012593556.1, WP_012593592.1, WP_012596737.1, WP_241392711.1			
OG0000125		WP_012362258.1, WP_182670731.1, WP_182670732.1	WP_203427668.1, WP_203427674.1, WP_203427749.1		WP_145972258.1	WP_232014474.1
OG0000126	WP_012953467.1	WP_009546832.1	WP_012593865.1, WP_015957418.1	WP_229637513.1	WP_044106596.1	WP_119260105.1
OG0000127	WP_012953486.1	WP_024750296.1	WP_012595439.1, WP_015957401.1	WP_229637527.1	WP_044106974.1	WP_119260590.1
OG0000128	WP_012953487.1	WP_009543552.1, WP_009547859.1	WP_012594763.1	WP_229637528.1	WP_044105811.1	WP_119259451.1
OG0000129	WP_012953538.1	WP_009544242.1	WP_012594805.1, WP_041229730.1	WP_040054663.1	WP_044105678.1	WP_119259353.1
OG0000130	WP_012953540.1	WP_009545642.1, WP_009545643.1	WP_012594988.1	WP_229637559.1	WP_044106395.1	WP_119259949.1
