OG0000191	WP_009545227.1, WP_009544366.1, WP_009543856.1, WP_009543963.1, WP_009545226.1	WP_015957309.1
OG0000192	WP_009543957.1	WP_012593932.1, WP_015957392.1, WP_012593933.1, WP_012595657.1, WP_012594286.1, WP_012595971.1
OG0000193	WP_009546121.1	WP_012596530.1
OG0000193	WP_009543993.1	WP_012594374.1
OG0000193	WP_009545671.1	WP_012597256.1
OG0000194	WP_009544371.1	WP_012595661.1
OG0000194	WP_009544869.1	WP_012595302.1
OG0000194	WP_009546527.1	WP_241392703.1, WP_012595756.1
OG0000195	WP_009544785.1	WP_012594138.1
OG0000195	WP_009545081.1	WP_012596699.1
OG0000196	WP_009545262.1	WP_015957427.1
OG0000196	WP_009547242.1, WP_009547029.1	WP_012596827.1
OG0000197	WP_009545278.1	WP_241392581.1, WP_012595843.1, WP_012595844.1, WP_012596963.1, WP_012594356.1, WP_241392653.1
OG0000198	WP_009545598.1	WP_012594856.1, WP_012596424.1, WP_157861293.1, WP_157861342.1, WP_157861287.1, WP_157861291.1
OG0000199	WP_009545718.1	WP_012594626.1
OG0000199	WP_009546919.1, WP_009546871.1	WP_012595305.1
OG0000200	WP_009547453.1	WP_012596100.1, WP_012596154.1
OG0000200	WP_009546239.1	WP_041229713.1, WP_012594346.1, WP_012596109.1
OG0000202	WP_009547706.1	WP_012595276.1
OG0000202	WP_009547862.1, WP_009547767.1	WP_012597195.1
OG0000204	WP_009547345.1	WP_012597054.1
OG0000205	WP_024750318.1	WP_012595772.1, WP_012596969.1
OG0000206	WP_009544741.1	WP_012593773.1
OG0000207	WP_009545622.1	WP_012596604.1
OG0000208	WP_009545624.1	WP_012596606.1
OG0000209	WP_009545625.1	WP_041229666.1
OG0000210	WP_009545542.1	WP_241392578.1
OG0000211	WP_009546877.1	WP_012595966.1
OG0000212	WP_009545016.1	WP_012596410.1
OG0000213	WP_009545138.1	WP_012597286.1
OG0000214	WP_009543708.1	WP_015785332.1
OG0000215	WP_009543691.1	WP_012596472.1
OG0000216	WP_009544966.1	WP_012594625.1
OG0000217	WP_009546496.1	WP_015785184.1, WP_012596517.1
OG0000218	WP_009546786.1	WP_012596189.1
OG0000219	WP_009546785.1	WP_012596188.1
OG0000220	WP_009546875.1	WP_012593915.1
OG0000221	WP_009546770.1	WP_012594414.1
OG0000222	WP_009546777.1	WP_012595449.1
OG0000223	WP_009546779.1	WP_241392706.1
OG0000224	WP_012362482.1	WP_012595975.1
OG0000225	WP_009546831.1	WP_012595221.1
OG0000226	WP_009546833.1	WP_012596165.1
OG0000227	WP_009546551.1	WP_012595802.1
OG0000228	WP_009545132.1	WP_015957373.1
OG0000229	WP_009545578.1	WP_012594390.1
OG0000230	WP_008275059.1	WP_012594391.1
OG0000231	WP_009545587.1	WP_012593739.1
OG0000232	WP_009545588.1	WP_012596038.1
OG0000233	WP_009546003.1	WP_012596401.1
OG0000234	WP_009547072.1	WP_012596164.1
OG0000235	WP_009547672.1	WP_012593780.1
OG0000236	WP_009544571.1	WP_012596405.1
OG0000237	WP_009547383.1	WP_012593914.1
OG0000238	WP_009545877.1	WP_012594192.1, WP_012596770.1
OG0000239	WP_009543551.1	WP_012594762.1
OG0000240	WP_009543549.1	WP_015783767.1
OG0000241	WP_009547043.1	WP_012596449.1
OG0000242	WP_009547042.1	WP_012596450.1
OG0000243	WP_009543574.1	WP_015957410.1
OG0000244	WP_009545615.1	WP_203427731.1
OG0000245	WP_009545603.1	WP_012595552.1
OG0000246	WP_009543553.1	WP_015785349.1
OG0000247	WP_009544809.1	WP_012596112.1
OG0000248	WP_009543240.1	WP_012595804.1
OG0000249	WP_009546685.1	WP_012594232.1
OG0000250	WP_012361405.1	WP_012594234.1
OG0000251	WP_009546111.1	WP_041229716.1
OG0000252	WP_009546110.1	WP_012593538.1
OG0000253	WP_009546109.1	WP_012593537.1
OG0000254	WP_009546108.1	WP_012593536.1
OG0000255	WP_009544349.1	WP_012596595.1
OG0000256	WP_009544350.1	WP_012596593.1
OG0000257	WP_009544206.1	WP_012596575.1
OG0000258	WP_009544205.1	WP_012596576.1
OG0000259	WP_009544203.1	WP_012594229.1
OG0000260	WP_009544202.1	WP_012594228.1
OG0000261	WP_009545095.1	WP_012595629.1
OG0000262	WP_009545094.1	WP_012595628.1
OG0000263	WP_009544644.1	WP_012593882.1
OG0000264	WP_243397326.1	WP_012593881.1
OG0000265	WP_009545089.1	WP_012593685.1
OG0000266	WP_009545088.1	WP_012593686.1
OG0000267	WP_009543968.1	WP_012596332.1
OG0000268	WP_008276699.1	WP_012594680.1
OG0000269	WP_009544390.1	WP_012595125.1
OG0000270	WP_009547369.1	WP_012594219.1
OG0000271	WP_009544973.1	WP_012594220.1
OG0000272	WP_009547764.1	WP_012595296.1
OG0000273	WP_009546142.1	WP_012594382.1
OG0000274	WP_009546143.1	WP_015785343.1
OG0000275	WP_009543459.1	WP_012595987.1
OG0000276	WP_009543460.1	WP_012595986.1
OG0000277	WP_009543461.1	WP_012595985.1
OG0000278	WP_009543463.1	WP_203427735.1
OG0000279	WP_009547620.1	WP_012593772.1
OG0000280	WP_009543921.1	WP_041229918.1
OG0000281	WP_009543920.1	WP_015785099.1
OG0000282	WP_009544683.1	WP_241392705.1
OG0000283	WP_009544620.1	WP_012596610.1
OG0000284	WP_182670751.1	WP_203427730.1
OG0000285	WP_009547026.1	WP_012596667.1
OG0000286	WP_009547024.1	WP_015957363.1
OG0000287	WP_009547926.1	WP_012593395.1
OG0000288	WP_243397387.1	WP_012596537.1
OG0000289	WP_009543077.1	WP_012595867.1
OG0000290	WP_009543076.1	WP_012595868.1
OG0000291	WP_009543074.1	WP_012595870.1
OG0000292	WP_009547703.1	WP_012595620.1
OG0000293	WP_009544120.1	WP_012596430.1
OG0000294	WP_009544121.1	WP_012596431.1
OG0000295	WP_009544261.1	WP_015785403.1
